Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities,Appliances,Elevator,Room Area,Balcony,Floor,Links
House,Stone,213 sq.m.,2,4,2,Cosmetic Renovation,70 sq.m.,"Glinka Street, Yerevan","$1,500 monthly",USD,"Տրվում է վարձով երկհարկանի առանձնատուն՝ Գլինկայի փողոցի վրա։Հատակ` ԼամինատՄուտքի դուռ` ԵրկաթեԼուսամուտներ` Պլաստիկ եվրոՏաքացում` Գազի կաթսաՍառեցում` ՕդորակիչՊարկինգ` ԲացօթյաՍենյակ` 4ննջասենյակ` 3սանհագույց` 2խոհանոց` 1Ապահոված է բոլոր կոմունալ հարմարություններով։Տեղադրված է անհատական ջեռուցման համակարգ։Ունի գեղեցիկ աստիճանավանդակներ, սանհանույցը սալիկապատված՝ հագեցած սանտեխնիկայով։Կոդ՝ GS- 43TԿոդ GS-43T",Nov-24-2022_22-41,,,,,,,,,,,,,,https://list.am/en/item/14988024
House,Stone,120 sq.m.,1,3,1,Euro Renovation,200 sq.m.,"Azatutyan Avenue 8, Yerevan","500,000 ֏ monthly",AMD,A private house for rent in the monument not far from the Victory ParkWith necessary property and equipment4 bedroomsSouth roomSummer kitchenGarageProvided long termCode 0422Translated from Armenian,Nov-24-2022_22-41,Available,1 spot,5,Yes,No,Not included,1 month,,,,,,,https://list.am/en/item/18118040
Country House,Stone,150 sq.m.,1,6,2,Euro Renovation,150 sq.m.,"Улица Геворга Джаукяна 219, Ереван","50,000 ֏ daily",AMD,".В день: 50000-60000 драмов.В месяц: 4000$ (все коммунальные расходы включены)Сдается в аренду Отдельная 5-и спальная вилла с бассейном (от хозяина)Вилла имеет, бассейн, 2 ванные комнаты, автопарковку, 5 спальных комнат на 10 человек, мангальная итд.Цена аренды зависит от количества дней и сезона.По отдельным уточняющим вопросам наберите нас.",Nov-24-2022_22-41,Available,3 or more spots,8+,Yes,Yes,Included,By Agreement,,,,,,,https://list.am/en/item/18047352
House,Panels,160 sq.m.,1,6,2,Major Renovation,,"Mkhitar Heratsi Street 2, Yerevan","50,000 ֏ daily",AMD,.Продается или сдается (посуточно или долгосрочно) совершенно новостройная и не заселенная квартира в новостройном 3-х этажном здании.Квартира расположена в центре в самом начале ул. Эраци (шерджанаин) Квартира оснащена лучшим оборудованием и имеет 5 полноценных спальных комнат.По иным вопросам наберите нас по указанному номеру.Ежедневно: 50000-60000 драмовЕжемесячно: 3000-3500$( (Коммунальные расходы включены))3 floor new building. Each floor has 5 bedrooms and similar design to each other. We give for rent 1 or whole 3 floors together.Prices for each floor (apartment with 5 bedrooms/ exactly as it is in photos) :Daily price: 50000 - 60000dramsMonthly: 3000- 3500$ (all bills included),Nov-24-2022_22-41,Available,3 or more spots,8+,Yes,Yes,Included,By Agreement,,,,,,,https://list.am/en/item/16347636
Country House,Stone,740 sq.m.,2,5,3+,Major Renovation,240 sq.m.,"Ամերիկյան փողոց 65, Երևան","80,000 ֏ daily",AMD,".Կոնկրետ 1 օրով, ՉԵնք տալիս վարձով։ նվազագույնը 3 օր էСтоимость одного дня: 80,000 драмов.От хозяина Сдается посуточно летний домик с большим бассейном и красивым двором. Во дворе есть беседка для барбекю. Большой, просторный сад дачи обеспечивает организацию прекрасного отдыха.Габариты бассейна: 7 метров на 3.5 метра.Количество спальных комнат: 4 (помещается до 8 гостей)Автостоянока, мангал, и все базовые удобства имеютсяЗамечание: СОБАКИ ИЛИ КОШКИ НЕ ПОЗВОЛЯЕТСЯ ИМЕТЬ С СОБОЙ. (ТОЛЬКО БЕЗ СОБАКИ, БЕЗ КОШЕК))",Nov-24-2022_22-41,Available,3 or more spots,8+,Yes,Yes,Included,By Agreement,,,,,,,https://list.am/en/item/16504790
House,Panels,150 sq.m.,1,8+,2,Euro Renovation,150 sq.m.,"Charents street 27, Yerevan","$4,000 monthly",USD,"..Посуточно: 50000 - 60000 драмов.Сдается в аренду Отдельная 5-и спальная вилла с бассейном (от хозяина)Вилла имеет, бассейн, 2 ванные комнаты, автопарковку, 5 спальных комнат на 10 человек, мангальную итд.Цена аренды зависит от количества дней и сезона.По отдельным уточняющим вопросам наберите нас.",Nov-24-2022_22-41,Available,3 or more spots,8+,Yes,Yes,Included,By Agreement,,,,,,,https://list.am/en/item/17601965
House,Stone,150 sq.m.,1,6,2,Euro Renovation,100 sq.m.,"Charents street 27, Yerevan","50,000 ֏ daily",AMD,"Daily price: 50000 - 60000dramsАренда помесячно: 3000- 3500$ (коммунальные включены)Сдается в аренду Отдельная 5-и спальная вилла с бассейном (от хозяина)Вилла имеет, бассейн, 2 ванные комнаты, автопарковку, 5 спальных комнат на 10 человек, мангальную итд.Цена аренды зависит от количества дней и сезона. ВарируетсяПо отдельным уточняющим вопросам наберите нас",Nov-24-2022_22-41,Available,3 or more spots,8+,Yes,Yes,Included,By Agreement,,,,,,,https://list.am/en/item/17602138
House,Stone,420 sq.m.,3,6,3+,Major Renovation,310 sq.m.,"Sasuntsi Davit Street, Yerevan","$4,500 monthly",USD,"A private house is for rent in Erebuni region. The house consists of three floorsmore than six private rooms, parking lot, basement; Very convenient for hostel or other business services, sunny, on the front line.The monthly fee is $ 4,500Only customers will call RAFIKTranslated from Armenian",Nov-24-2022_22-41,By agreement,Not available,3,Yes,Yes,Not included,6 months,,,,,,,https://list.am/en/item/17707943
House,Stone,500 sq.m.,2,6,2,Euro Renovation,300 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","400,000 ֏ monthly",AMD,"A comfortable apartment is for rent in Dzoraghbyur-3 bedrooms-Heating System2 bathroomsopen balconyswimming poolneat yardIt is strictly forbidden to copy /screenshot/ photos and post them on other pages and announcements, keep the copyright of the agency.Code DZ400Translated from Armenian",Nov-24-2022_22-41,,,7,Yes,Yes,Not included,1 month,,,,,,,https://list.am/en/item/17538367
House,Monolith,546 sq.m.,3,6,3+,Designer Renovation,2000 sq.m.,"Kocharyan street, Yerevan",$400 daily,USD,"ԿՈԴ MS555Հասցե։ Նոր Նորքի զանգված։Վարձով է տրվում Յուրահատուկ և էքսկլյուզիվ դիզայնով 3 հարկանի՝ 6 սենյականոց ընդարձակ առանձնատուն՝ Լողավազանով և հողատարացքով Նոր Նորք (Մասիվում) :==== ԱՌԱՆՁՆԱՏՈՒՆԸ ՏՐՎՈՒՄ Է ՍԿՍԱԾ 4 և ԱՎԵԼ ՕՐԵՐՈՎ ======== (3 հարկ, 546 ք/մ բնակելի, + 2000 ք/մ հողատարածք, 5 + սենյակ) ====Առանձնատանը առկա են բոլոր անհրաժեշտ կոմունալ հարմարությունները՝• Մշտական տաք և սառը ջուր,• Գազ, գազօջախ, գազի վառարան,• Ջեռուցման համակարգ,• TV, Internet Wi-Fi, կոնդիցիոներ,• Սառնարան, ավտոմատ լվացքի մեքենա,• Սպասք, սպիտակեղեն,• Երկաթե դուռ, բաց պատշգամբ,• Փակ լողավազան, պտղատու այգի։1-ին հարկ - հյուրասենյակ, խոհանոց, 1,5 սանհանգույց, Լողավազան, սաունա, մարզասրահ, հանդերձարան, լվացքատուն, մառան, կաթսայատուն։2-րդ հարկ - 1 ննջարան, 1 սանհանգույց, բաց պատշգամբ, աշխատասենյակ,0,5 սանհանգույց, ֆոե, վերելակ։3-րդ հարկ - 4 ննջարան իր սանհանգույցով և բաց պատշգամբներով և 3 հատ closet,Բակում կա ավտոկայանատեղի, բացօդյա խոհանոց մանղալ, շատրվաններ, հող 2000 ք/մ պտղատու ծառեր։==== Ամսական 5000-15.000$ ======== Օրական՝ 400 - 650$ ====Հարգելի Հաճախորդ Մեզ հետ կարող եք կապնվել նաևViber, WhatsApp, Telegram // ԱրթուրCODE MS555/ Nor Nork district, 5 bedrooms Unique, Luxury, Spacious, 3 floors house with an indoor swimming pool and a plot of land in Masiv.==== HOUSE IS FOR RENT 4 AND MORE DAYS ======== (3 floors, 546 sq/m residential, + 2000 sq/m land, 5 bedrooms) ====The house is equipped with modern amenities.There are all communal facilities:• Hot and Cold water 24/7,• Gas, gas stove, Cookware• Central Cooling system,• Heating System BAXI,• TV, internet Wi-Fi, Conditioner.• Refrigerator, Washing Machine,• Linen, Utensil,• Metal Door, Open balcony,• Indoor pool, orchard park,• Parking for 8 cars, Cams.1st floor - Leaving room, kitchen, 1,5 bathroom, indoor pool, sauna, gym, cloakroom, laundry, cellar, boiler house.2nd floor - 1 bedroom, 1 bathroom, open balcony, work room, 0.5 bathroom, foyer, elevator.3nd floor- 4 bedrooms with it's bathrooms, with open balconies and 3 closets.In the park there is Parking for 8 cars, Outdoor kitchen, barbecue, fountains, land 2000 sq/m, fruit trees.==== Price per month 5000-15.000$======== Daily Rent 450 - 650$ ====Dear Customer, You can communicate with Us byViber, WhatsApp, Telegram // Artur",Nov-24-2022_22-41,,,8+,Yes,No,Not included,By Agreement,,,,,,,https://list.am/en/item/17974703
House,Monolith,600 sq.m.,3,7,3+,Major Renovation,700 sq.m.,"Կիլիկիա թաղամաս 3, Երևան",$260 daily,USD,"CODE KK777Address: Cilicia districtFor rent Unique and Unique Beautiful Design 3 Storey 5 + Room Indoor Pool House with 3 Balconies Spacious Private House in the Great Center, Kilika District.==== (3 floors, 600 sq/m residential, 5 + rooms) ====The house has all the necessary utilities:• Permanent hot and cold water,• Gas stove, gas oven,• Centralized heating and cooling,• TV, Internet Wi-Fi, air conditioner,• Refrigerator, automatic washing machine,• Dishes, linens,• Iron door, 3 balconies,• Indoor pool, indoor parking for 2 cars.1st floor - Swimming pool, sauna,2nd floor - Spacious and bright living room, fireplace, kitchen and 2 bathrooms,3rd floor - 4 bedrooms, 2 bathrooms, laundry room,4th floor - 2 bedrooms, 1 bathroom.In the yard there is a closed parking space for 2 cars, fireplace, fountains.==== 3600-6500$ per month ======== Daily: $300 - $550 ====Dear Customer, you can also contact us:Viber, WhatsApp, Telegram // Arthur:Instagram. Rent_house_yerevan:Facebook. Rent_house_yerevan:Translated from Armenian",Nov-24-2022_22-41,,,,,,,,,,,,,,https://list.am/en/item/16717383
House,Stone,90 sq.m.,2,4,2,Major Renovation,150 sq.m.,"Մալաթիայի փողոց 16/2, Երևան","400,000 ֏ daily",AMD,"The house is located in the Mrush district, it is a new building with a separate entrance, it has a small yard, a parking space, it is sold with furniture and appliances, it is also sold short-term.Translated from Armenian",Nov-24-2022_22-41,,,6,Yes,Yes,Not included,2 months,,,,,,,https://list.am/en/item/17330048
