Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links
House,Stone,95 sq.m.,1,1,1,,,Major Renovation,3000 sq.m.,5,Yes,Yes,Included,Without prepayment,Lorri › Stepanavan,"25,000 ֏ daily",AMD,"Located 5 km from Stepanavan, at the beginning of Bovadzor village, Hnameni Bovadzor Guest House / Hotel can host a maximum of 4 adults and one child. It has a completely separate entrance, a yard, there is a kitchen and a bathroom in the house.LONG-TERM RENTAL IS POSSIBLE(There is one double bed, two single beds and one sofa. Total 80 square meters.The house has a kitchen (kitchen utensils, refrigerator, heater, kettle, etc.), separate bathroomCost: 25,000 AMD per day - at least 2 days in case of stay. In the case of a one-day stay, the price is AMD 28,000There is an opportunity to order country dishes, soups, etc. (breakfast, lunch or dinner)There is a barbecue, a spacious yard, a table with chairs, a fireplace. There is a sauna for an additional fee.The house has a view of the Bazumi mountains.Internet WiFi is available throughout the houseVIDEO:Hnameni Bovadzor Hotel Lodge Additional pictures:Hnameni Bovadzor on Facebook pageLocation:41°02'15.0""N 44°24'01.4""Ehttps:///maps/rXmCgX4UTuC6qbVc8THE DISTANCE1. 100 meters from the nearest store2. 5 km from Stepanavan city3. 5 km from Dorbant Monastery4. 400m from Urut river5:00 9 km from Arboretum7. 7 km from the Russian Church of Amraksit8. From Lori Berd Castle - 5 km by car, 3 km on foot9. 6 km from the Russian Church of Privolnoye village10. Sunrise valley: 29 km11. Odzuni Monastery: 35 kmWE HAVE ANOTHER GUESTHOUSE SEE MY OTHER ADSGuest house guest house hotel in Stepanavan near Arboretum Arboretum near Lori Berd CastleTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17845877
House,Stone,120 sq.m.,2,5,1,Available,Not available,Cosmetic Renovation,1000 sq.m.,2,Yes,Yes,Included,By Agreement,"Pushkin Street, Stepanavan","25,000 ֏ daily",AMD,"The whole second floor of the guest house is for rent in Gargar village of Stepanavan region, it has 4 bedrooms, 1 living room, a kitchen, a bathroom, two big and small balconies. 3 km away from the guest house is the Dendropark Botanical Garden, with its unique plant species and wonderful deer. The village has beautiful sights. Kindergarten, through which the river flows, artificial lakes, where there are large and comfortable pavilions. St. Hovhannes Church operates in the village. Enjoy your vacation in the lap of Lori nature. The house also has UNLIMITED HIGH SPEED INTERNET (WiFi) The daily fee is 25,000 drams. The house is located in Gargar village of Lori region, 10 km away from Stepanavan, and 3 km from the arboretum.Payment is possible from the mentioned options in a convenient way for you: Cash, card transfer, Idram, Easy Pay, TelCell.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/15646346
House,Stone,110 sq.m.,2,3,1,Available,Not available,Cosmetic Renovation,,2,Yes,Yes,Included,By Agreement,"Pushkin Street, Stepanavan","25,000 ֏ daily",AMD,"The whole guest house is for rent in Gargar village of Stepanavan region, it has 3 bedrooms, 1 living room, kitchen, bathroom, balcony. 3 km away from the guest house is the Dendropark Botanical Garden, with its unique plant species and wonderful deer. The village has beautiful sights. Kindergarten, through which the river flows, artificial lakes, where there are large and comfortable pavilions. St. Hovhannes Church operates in the village. Enjoy your vacation in the lap of Lori nature. The house also has an ""UNLIMITED HIGH SPEED INTERNET (WiFi) "" TV. The daily fee is 25,000 drams.Payment is possible from the mentioned options in a convenient way for you: Cash, card transfer, Idram, Easy Pay, TelCell.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/11875115
Country House,Stone,110 sq.m.,2,3,1,Available,Not available,Cosmetic Renovation,,2,Yes,Yes,Included,By Agreement,"Pushkin Street, Stepanavan","25,000 ֏ daily",AMD,"The whole guest house is for rent in Gargar village of Stepanavan region, it has 3 bedrooms, 1 living room, a kitchen, a bathroom, a balcony. 3 km away from the guest house is the Dendropark Botanical Garden, with its unique plant species and wonderful deer. The village has beautiful sights. Kindergarten, through which the river flows, artificial lakes, where there are large and comfortable pavilions. St. Hovhannes Church operates in the village. Enjoy your vacation in the lap of Lori nature. The house also has UNLIMITED HIGH SPEED INTERNET (WiFi) The daily fee is 25,000 drams.Payment is possible from the mentioned options in a convenient way for you: Cash, card transfer, Idram, Easy Pay, TelCell.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/11873924
House,Stone,200 sq.m.,1,4,1,,,Euro Renovation,300 sq.m.,,,,,,Lorri › Stepanavan,"30,000 ֏ daily",AMD,"Հյուրատուն 《Կապույտ տուն》օրավարձով կապիտալ վերանորոգված, բակում կա նաև տաղավար։Կարող է տրվել նաև երկարաժամկետ։Համեցեք լոռվա չքնաղ բնություն։Сдается дом в аренду ежедневно также можно на длительный срок, в доме капитальный ремонт, во дворе есть бесетка всеми удобствами. Дом находится в центре Степанавана. Добро пожаловать.",Nov-24-2022_23-03,,,https://list.am/en/item/16306561
House,Stone,200 sq.m.,1,3,1,,,Euro Renovation,100 sq.m.,,,,,,Lorri › Stepanavan,"150,000 ֏ monthly",AMD,"Euro-renovated private house in the city center, with all amenities, also has a pavilion in the yardTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/18296279
House,Stone,90 sq.m.,2,2,2,Available,1 spot,Cosmetic Renovation,120 sq.m.,8+,Yes,Yes,Not included,2 weeks,"Surb Nshan street, Stepanavan","80,000 ֏ daily",AMD,"Сдаю 2 этаж собственного дома в Степанаване со всеми удобствами.В доме З комнаты. Газ, постоянная вода, Wi-fi, чистая постель, вся необходимая посуда. Находится в прекрасном для отдыха месте.",Nov-24-2022_23-03,,,https://list.am/en/item/17811634
House,Stone,70 sq.m.,2,2,2,,,Cosmetic Renovation,120 sq.m.,4,Yes,Yes,Not included,By Agreement,"Surb Nshan street, Stepanavan","70,000 ֏ monthly",AMD,"Сдаю 1 этаж собственного дома в Степанаване со всеми удобствами. Газ, постоянная вода, Wi-fi, чистая постель, вся необходимая посуда. Нахрдится в прекрасном для отдыха месте.",Nov-24-2022_23-03,,,https://list.am/en/item/17811635
House,Stone,60 sq.m.,2,2,2,,,Euro Renovation,,4,Yes,Yes,Included,By Agreement,"Sankt Peterburg street, Vanadzor","6,000 ֏ daily",AMD,"The stone house is for daily rent right on the river bank, well furnished, provided with all utilities), has free parking and free WiFi. If you have a barbecue, there is a barbecue and a kitchen.The house is located at 2 Saint Petersburg, Vanadzor, Lori region.The price for one room is 6000 AMD / daily rent)Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/14594289
House,Stone,60 sq.m.,1,2,1,,,Major Renovation,,6,Yes,Yes,Included,By Agreement,"Sankt Peterburg street, Vanadzor","12,000 ֏ daily",AMD,"The stone house is for daily rent right on the river bank, well furnished, provided with all the communal facilities (hot water, cold water, heating), has free parking and free WiFi. If you want to organize a barbecue, there is a barbecue and a kitchen.The private house is located at 2 St. Petersburg, Vanadzor, Lori region.The price for one room is 6000 AMD (daily rent), and for two room - 12000 AMD (daily rent)Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/14533895
House,Stone,100 sq.m.,1,3,1,,,Major Renovation,,6,Yes,Yes,Included,By Agreement,"Sankt Peterburg street, Vanadzor","18,000 ֏ daily",AMD,"The stone apartment for daily rent is located right on the river bank, well furnished. It is provided with all the communal amenities (hot water, cold water, heating), has free parking and free WiFi. In case of organizing a barbecue, there is a barbecue and a kitchen. The apartment is located at 2 Saint Petersburg, Vanadzor, Lori region.The price for a three-room cottage is 18,000 AMD (daily rent), for a one-room cottage is 7,000 AMD (daily rent)Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/14593900
House,Stone,400 sq.m.,2,5,1,,,Cosmetic Renovation,2500 sq.m.,,,,,,Lorri › Vanadzor,"150,000 ֏ monthly",AMD,"Сдам дом со всеми комуникациями, в хорошые руки. Сад 25 сот с плодовимы деревями.",Nov-24-2022_23-03,,,https://list.am/en/item/18358691
House,Stone,100 sq.m.,2,4,2,Available,2 spots,Major Renovation,,8+,Yes,Negotiable,Not included,By Agreement,Lorri › Vanadzor,"235,000 ֏ monthly",AMD,The house is provided with all communal and household amenities.Code LV001Translated from Armenian,Nov-24-2022_23-03,,,https://list.am/en/item/13994196
House,Stone,100 sq.m.,1,4,1,Available,Not available,Cosmetic Renovation,600 sq.m.,4,Yes,No,Included,Without prepayment,Lorri › Tumanyan,"15,000 ֏ daily",AMD,"Օրավարձով է տրվում ամառանոց Լոռու մարզի Թումանյան քաղաքում․Շատ գեղեցիկ սարերի տեսարան, մաքուր օդ։️ 4 սենյակ️ 1սանհանգույց️ 100 քմՎայելեք Ձեր խաղաղ հանգիստը լեռնային գեղեցիկ մթնոլորտում, Գտնվում է Երևանի կենտրոնից 150 կմ հեռավորության վրա, Վանաձորից 30 կմ։Նախատեսված է մինչև 10 մեծահասակի և 1-2 փոքրահասակի համար։Նոր վերանորոգված, շուրջօրյա տաք և սառը ջուր, առկա է՝ սառնարան, լվացքի մեքենա, թեյնիկ, սրճեփ, սպիտակեղեն, սպասք։ Հանգստի զոնա բաց պատշգամբ 20 քմ, խորոված պատրաստելու հարմարություններ, ճոճվող կամուրջ։2 անձը 15.000 դր.4 անձը 20.000 դր.6 անձը 30.000 դր.Օրավարձի գինը կախված է վարձակալած օրերի քանակից և անձանց քանակից, սեզոնից։ Մոտակայքում են գտնվում Դսեղը, Ալավերդի քաղաքը, Քոբայրի վանքը, Սանահինը, Օձունը, Աղթալայի վանքը։Լոռի ամառանոց#Lori amaranocСдается посуточно летний дом в городе Туманян Лорийской области.Очень красивый вид на горы, свежий воздух.️ 4 комнаты️ 1 санузел️ 100 квадратных метровНаслаждайтесь спокойным отдыхом в красивой горной атмосфере, расположенной в 150 км от центра Еревана, в 30 км от Ванадзора.Рассчитан на 10 взрослых и 1-2 детей.Новый ремонт, круглосуточно горячая и холодная вода, в наличии: Холодильник, стиральная машина, чайник, кофеварка, постельное белье, посуда. Зона отдыха, открытая терраса 20 кв. М, мангал, разводной мостик.2 человека 15 000 др.4 человека 20 000 др.6 человек 30 000 др.Цена посуточной аренды зависит от количества арендуемых дней и количества человек, сезона.",Nov-24-2022_23-03,,,https://list.am/en/item/18275153
