Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Appliances,Window Views,Links
Stone,No,Not available,5,77 sq.m.,3,1,from 2.75 m,4,Closed balcony,,Old Renovation,"Kentron block, Hrazdan","$30,000",USD,"Realty Consult ID` T 1723Վաճառվում է 3 սենյականոց բնակարան՝ 76,78 քմՀրազդան, Կենտրոն թաղ.5/4 հարկ, քարե, ծածկ` Ե/բ, առաստաղ` 2.75մԳԻՆԸ ՝ 30 000$Բնակարանը գազաֆիկացված էԱռկա է 1 սանհանգույց, փակ պատշգամբ, լոջիաՄուտքի դուռը՝ երկաթյա, ներքին դռները՝ փայտյաԲնակարանի ներքին հարդարանքը ընդհանուր լավ պահպանված հնաոճ նորոգում է, ենթակա է նորոգման:Realty Consult ID` T 1723Продается 3 комнатная квартира площадью 76.78 кв. М.Раздан, район Кентрон5/4 этаж, перекрытия ж/б, высота потолка 2.75мЦЕНА: 30 000$Квартира газифицированаИмеется 1 санузел, закрытый балкон, лоджияВходная дверь железная, межкомнатные двери деревянныеВнутренняя отделка, в целом, сохранена, хорошо сохранившийся старый ремонт, требуется ремонтRealty Consult ID` T 1723Sell 3 bedrooms apartment` 76.78 sq. MHrazdan, Kentron districtApartment is on the 4 of 5 storey building, stone, roof of the building is reinforced concrete, height of ceiling 2.75mPrice of apartment is 30 000$Apartment is gasifiedThere is a bathroom, closed balconyThe entrance door is iron, interior doors are wooden,The interior of the apartment is in a good condition, it needs renovation",Nov-25-2022_12-56,,,,,https://list.am/en/item/18313524
Panels,No,Available,9,78 sq.m.,3,1,from 2.8 m,6,Closed balcony,Available,Cosmetic Renovation,"Hanrapetutian Avenue, Abovyan","$65,000",USD,The apartment is in good condition. Selected carpet parquet. It is a very warm apartment. The bathroom needs renovation.Translated from Armenian,Nov-25-2022_12-56,,,,,https://list.am/en/item/17203631
Stone,No,Not available,3,61 sq.m.,3,1,from 2.5 m,3,Closed balcony,By agreement,Major Renovation,"1ая закрытая улица, Մեղրաձոր","$20,000",USD,"Բնակարանում կա տաք և սառը ջուր, գազ, էլեկտրականություն։ Վերանորոգված է։ Գտնվում է անտառի դիմաց։ Արևկող է։ Հարմար է հանգստի համար։ (Հանքավան)",Nov-25-2022_12-56,,,,,https://list.am/en/item/14613407
Panels,No,Available,9,86 sq.m.,3,1,from 2.8 m,6,Closed balcony,,Designer Renovation,"3rd microdistrict 16, Abovyan","$90,000",USD,"Квартира капитально отремонтирована, с использованием сугубо высококачественных материалов. Квартира полностью обставлена качественной мебелью, со вкусом, включая встроенную мебель. Имеются также, центральная отопительная система, джакузи, посудамоечная машина и т. Д. Капитально отремонтированный подъезд.",Nov-25-2022_12-56,,,,,https://list.am/en/item/17493033
Monolith,Yes,Available,12,52 sq.m.,2,1,from 3 m,3,Not available,Available,Major Renovation,"Ծաղկի հրապարակ 1, Ծաղկաձոր","$86,000",USD,"Կահռւյքով և տեխնիկայով, գեղեցիկ տեսարան, ՉԲՆԱԿԵՑՎԱԾ, շատ հարմար բիզնես, օրավարձով տալու համար. Հնարավոր ե նաև վարզով, продаётся 2 комнатная квартира в городе цахкадзор, навастроёка с красивым видом на горы",Nov-25-2022_12-56,,,,,https://list.am/en/item/17079076
Stone,No,Not available,4,82 sq.m.,3,1,from 2.8 m,1,Not available,Not available,Cosmetic Renovation,Kotayk › Kasagh,"$45,000",USD,For more information call.Code 0065Translated from Armenian,Nov-25-2022_12-56,,,,,https://list.am/en/item/14997220
Stone,No,Not available,5,78 sq.m.,3,1,from 2.75 m,4,Closed balcony,By agreement,Old Renovation,Kotayk › Yeghvard,"$40,000",USD,"A 3-room apartment is for sale in Yeghvard, on Shirak street. Euro-made windows are installed, the floor is parquet and tiles, the entrance door is iron. The apartment is equipped with all utilities. It has a closed balcony.For details, you can call the mentioned phone numbers.Code A-518Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18075349
Panels,No,Available,9,75 sq.m.,3,1,from 3 m,6,Closed balcony,,Cosmetic Renovation,"Kentron block, Hrazdan","$30,000",USD,"Details by phone call, no organization. Gasified, dur, window euro, baxi, cosmetically repairedTranslated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18143284
Panels,No,Available,9,80 sq.m.,3,1,from 2.75 m,9,Multiple balconies,Not available,No Renovation,"Միկրոշրջան թաղամաս 1, Հրազդան","$17,000",USD,"A 3-room apartment is for sale in the microdistrict district on the 9th floor of building 263. The apartment is sunny and bright, subject to repair, has an open and closed balcony. The building's elevator is working.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18325364
Panels,No,Available,9,75 sq.m.,3,2,from 2.75 m,9,Multiple balconies,,Old Renovation,"Kentron block, Hrazdan","$25,500",USD,"3-room apartment for sale in In Hrazdan center district, on the 9th floor of a panel building. The apartment is sunny, warm, gas-fired, the roof is repaired, it has an open and closed balcony. The windows of the apartment have been partially replaced, all utilities are available, the elevator works without interruption. The apartment is for sale with a kitchen along with furniture. Call for details.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18361062
Stone,No,Not available,3,51 sq.m.,2,2,from 3 m,2,Not available,By agreement,Major Renovation,Kotayk › Zovuni,"$55,000",USD,"Կոդ՝ D-21903Վաճառվում է 2 սենյականոց բնակարան Զովունիում՝ 3 հարկանի քարե շենքի 2-րդ հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ պրեսգրանիտ, սանհանգույցը՝ համակցված, նորաոճ սալիկապատ։Գործակալության միջնորդավճարը կազմում է 2%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for sale in Zovuni. The rooms' qunatity is 2 (a hall and a bedroom) The apartment is newly renovated and is located on the 2nd floor of the 3-storey stone building. The entrance door is iron-made, the windows are euro-based, the floor is covered by solid granite, the bathroom is combined and modern tiled.The commission of the Real Estate Agency is 2%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You․",Nov-25-2022_12-56,,,,,https://list.am/en/item/17550367
Stone,No,Not available,2,150 sq.m.,4,1,from 2.75 m,2,Open balcony,Available,Partial Renovation,Kotayk › Zovuni,"$51,000",USD,"Կոդ` D-18012Վաճառվում է 4-ը 5 սենյակի ձևափոխված բնակարան Զովունիում՝ 2 հարկանի քարե շենքի 1-ին և 2-րդ հարկերում։ Բնակարանը վերանորոգման փուլում է, երկրորդ գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո և փայտյա, տանիքը՝ թիթեղյա, սանհանգույցը՝ համակցված։ Ունի բաց լոջա, նկուղ՝ 30քմ, խոհանոցի կահույք, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for sale in Zovuni. The rooms' quantity is 4 (4 remodeled into 5, which includes 1 hall and 4 bedrooms) The apartment is in the renovation process and is located on the 1st and 2nd floors of the 2-storey stone building that is stationed on the second line. The entrance door is iron-made, the windows are euro-based and wooden. The bathroom is combined. The apartment has a balcony, cellar, kitchen furniture and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You․",Nov-25-2022_12-56,,,,,https://list.am/en/item/14796899
Panels,No,Available,9,83 sq.m.,3,2,from 2.75 m,9,Closed balcony,Not available,Partial Renovation,"Kentron block 15, Hrazdan","$23,000",USD,"The apartment is partially renovated, the entrance door is iron, it has not been inhabited for a long time, the roof needs to be repaired, the bathrooms are not repaired, there is natural gas, I have a stove in the corridor.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/15892701
Stone,Yes,Not available,1,110 sq.m.,4,1,from 3 m,1,Not available,Not available,No Renovation,Kotayk › Zovuni,"$78,000",USD,"THE HOUSE IN THE PICTURE IS ALREADY SOLD, BUT WE HAVE A NEWLY CONSTRUCTED detached house with a normal foundation, wall, reinforced concrete, two walls, colored cypher wood construction, interior sajka, interior walls split, sajka, installations done, communications connected, fencesTranslated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/17294760
Panels,No,Not available,5,26 sq.m.,1,1,from 2.7 m,5,Not available,Available,Major Renovation,Kotayk › Abovian,"$25,000",USD,"An apartment is urgently for sale in the 2nd microdistrict (next to the Cinema building and the 4th school, in the Beko building) The apartment is fully renovated. Abovyan city, house in Abovyan, apartment in AbovyanTranslated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18003851
Stone,No,Not available,5,76 sq.m.,3,1,from 2.8 m,5,Closed balcony,,Old Renovation,"Ստեփան Շահումյանի փողոց 4, Չարենցավան","$42,000",USD,"The apartment is in need of repair, only the windows of European production and Ablitsovke have been changed. For other questions, please callTranslated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18190861
Stone,No,Not available,5,68 sq.m.,3,1,from 2.8 m,5,Open balcony,Available,Major Renovation,"5-րդ փողոց 106, Հրազդան","$54,000",USD,"K Hrazdan microdistrict in front of the market, completely renovated baxi euro windows, built-in wardrobes, roof repaired5 km from TsaghkadzorSold with furniture and appliancesTranslated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18003846
Stone,No,Not available,5,68 sq.m.,2,1,from 3 m,2,Closed balcony,Available,Euro Renovation,"Հովհաննես Թումանյանի փողոց 11, Նոր Հաճն","$62,000",USD,"2-room apartment for sale in K. On the 2nd floor of a 5-story stone building at 11/5 Tumanyan street in Nor-Hachni. The apartment is sold with all the property, all the property for the apartment is available, the whole property is in perfect condition. The apartment is renovated, the specified price can be negotiated for real buyers. For questions, call the specified phone number.Translated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18244843
Stone,No,Not available,2,78 sq.m.,3,1,from 3 m,2,Open balcony,Available,Major Renovation,"38-я улица, Зовуни","$80,000",USD,"Renovated apartment for sale in Зовуниум with all utilities, baxi system, sun кохмTranslated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18305734
Stone,No,Not available,5,305 sq.m.,3,1,from 3.5 m,1,Not available,,No Renovation,"Erevanyan street, Yeghvard","$85,000",USD,"A 305 square meter area is for sale, suitable for both residential and commercial useTranslated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/17863886
Stone,No,Not available,4,73 sq.m.,3,1,from 2.5 m,1,Closed balcony,,Partial Renovation,Kotayk › Abovian,"$50,000",USD,"3-room apartment for sale, with partial ownership, first floor, gas is drawn, has a closed balcony, also + price includes a basement in a separate yard, no dormitoryTranslated from Armenian",Nov-25-2022_12-56,,,,,https://list.am/en/item/18359588
