Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Service Lines,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Appliances,Links
House,Monolith,85 sq.m.,1,3,1,Not available,1 spot,Euro Renovation,,400 sq.m.,"20-th street, Ayntap Border","$46,000",USD,"Private house for sale in Aintapon the main road, next to 《Hatsar》 supermarket, on a plot of land of 400 square meters, the size of the private house is 85 square meters, the house is delivered in a fully renovated state, fenced, water and electricity are connected, there is a permanent sewer on the plot, call for more details.Idle people should not call!Translated from Armenian",Nov-24-2022_23-40,,,https://list.am/en/item/12196224
House,Stone,100 sq.m.,1,5,1,By agreement,Not available,Major Renovation,,1650 sq.m.,"Artashat roadway, Մասիս Գյուղ","$75,000",USD,"It is fenced, has gas, water, three-phase electricity, also has a half-built shop (about 200 square meters), is located on the Artashat-Yerevan road, has a poultry house (120 square meters), has permanent irrigation water, 40 or more fruit trees, half-built house The building was built to enlarge the house (about 200 square meters), there is a cattle barn (20 square meters), an external bathroom, a separate sewerage system of 80 square meters.Translated from Armenian",Nov-24-2022_23-40,,,https://list.am/en/item/17802442
House,Stone,3000 sq.m.,2,4,1,Available,2 spots,Partial Renovation,,3000 sq.m.,"Սախարովի փողոց 16, Հայանիստ","$65,000",USD,"Urgent and negotiable for sale... Gas, hot and cold water, 2650 square meters of land in front of the house with 150 fruit trees... Partially renovated, 350 square meters of total house with garage and 3 buildings, there is an artizan for watering the alley. For other questions, you can call the indicated phone number... Exchange is possiblecity in Yerevan with an apartment in the Bangladesh district with an additional fee from me or others, according to the condition and the apartment... Urgent Urgent Urgent Urgent Urgent Urgent UrgentTranslated from Armenian",Nov-24-2022_23-40,,,https://list.am/en/item/10017276
House,Stone,118 sq.m.,1,4,1,Available,1 spot,Major Renovation,,430 sq.m.,Ararat › Nor Kharberd,"$100,000",USD,"Կոդ՝ B-17797Վաճառվում է 1 հարկանի առանձնատուն Նոր Խարբերդում։ Առանձնատունը կապիատալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սալիկ, սանհանգույցը՝ առանձին, սալիկապատ։ Ունի ազատ հող, բակ, խորդանոց, տեռասա, ավտոտնակ, այգի՝ պտղատու և դեկորատիվ ծառերով, դարպաս, անհատական ջեռուցման համակարգ, մշտական ոռոգման և խմելու ջուր, գազ։ Առանձնատունը ունի տանը կից մրգի խանութ և գեղեցկության սրահ։ Վաճառվում է կահույքի և տեխնիկայի հետ միասին։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A 1-storey house is for sale in Nor Kharberd. The rooms' quantity is 4 (1 hall and 3 bedrooms) The house is newly renovated, and is stationed on first line. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate, tiled, the bathroom is separate, and tiled. The house has free land, yard, storage room, terrace, garden with fruitful and decorative trees, gate, heating systems and is supplied with constant irrigation and drinking water, gas. The house has a fruit shop and a beauty salon near the house. The house is being sold with furniture and electronic devices.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-40,,,https://list.am/en/item/14405756
House,Stone,260 sq.m.,1,4,1,Not available,Not available,Major Renovation,,1000 sq.m.,Ararat › Geghanist,"$150,000",USD,"Կոդ՝ B-15528Վաճառվում է 1 հարկանի առանձնատուն Գեղանիստում։ Առանձնատունը միջին վիճակում: Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սալիկ։ Սանհագույցը՝ համակցված, սալիկապատ։ Ունի բաց լոջա, խոհանոցի կահույք, նկուղ, հողատարածք, ջերմոց, քարե պարիսպ, ջեռուցման համակարգ, մշտական խմելու և ոռոգման ջուր, գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1 storey house for sale in Geghanist) The rooms' quantity is 4 (a hall and 3 bedrooms) The house is newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and is tiled. The bathroom is combined and tiled. The house has a balcony, kitchen furniture, cellar, free land, greenhouse, stone fence, heating system and is supplied with constant irrigation and drinking water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-40,,,https://list.am/en/item/12229072
House,Stone,221 sq.m.,2,5,1,,,Old Renovation,,1500 sq.m.,Ararat › Vanashen,"$38,000",USD,A stone house is for sale on Ararat m. Գ. In VanashenTranslated from Armenian,Nov-24-2022_23-40,,,https://list.am/en/item/17478748
House,Stone,309 sq.m.,2,8+,3+,Available,1 spot,Major Renovation,,600 sq.m.,Ararat › Artashat,"$105,000",USD,"Կոդ` B-18378Վաճառվում է 2 հարկանի առանձնատուն Արտաշատ քաղաքում։ Առանձնատունը կապիտալ վերանորոգված է (բնակելի մակերեսը՝ 309քմ) ։ Մուտքի դուռը՝ երկաթյա, պատուհանները եվրո, հատակը՝ մանրահատակ, սալիկ, սանհանգույցը (3) ՝ սալիկապատ։ Ունի խոհանոցի կահույք, օժանդակ շինություն, բակ, ջրավազան, ավտոտնակ, քարե պարիսպ, ջեռուցման համակարգ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A 2-storey house is for sale in Artashat. The rooms' quantity is 11 (3 halls and 8 bedrooms) The house is newly renovated (living space is 309 sq. M) The entrance door is iron-made, the windows are euro-based, the floor is covered by parquet and is tiled, the bathrooms (3) are tiled. The house has a kitchen furniture, auxiliary building, yard, pool, garage, stone fence, heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-40,,,https://list.am/en/item/14897976
House,Stone,55 sq.m.,1,3,1,Available,Not available,Major Renovation,,200 sq.m.,Ararat › Nor Kharberd,"$45,000",USD,"Կոդ՝ B-21601Վաճառվում է 1 հարկանի 3 սենյականոց առանձնատուն Նոր Խարբերդում։ Առանձնատունը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սալիկ: Սանհանգույցը՝ համակցված, սալիկապատ։ Ունի խոհանոցի կահույք, քարե պարիսպ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Nor Kharberd. The rooms' quantity is 3 (1 hall and 2 bedrooms) The house is newly renovated․ The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and is tiled. The bathroom is combined and tiled. The house has kitchen furniture, fence and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-40,,,https://list.am/en/item/14743181
House,Stone,87 sq.m.,1,3,1,Not available,Not available,Major Renovation,,206 sq.m.,Ararat › Nor Kharberd,"$60,000",USD,"Կոդ՝ B-20639Վաճառվում է 1 հարկանի 3 սենյականոց առանձնատուն Նոր Խարբերդում։ Առանձնատունը կապիտալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ մանրահատակ, սալիկապատ։ Սանհանգույց՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի նկուղ, քարե պարիսպ, խոհանոցի կահույք, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1-storey house for sale in Nor Kharberd. The rooms' quantity is 3 (a hall and 2 bedrooms) The house is newly renovated and is stationed on the first line. The entrance door is iron-made, the windows are euro-based, the floor is covered by parquet and is tiled. The bathroom is combined and tiled, the electric wires and pipes are newly changed. The house has a cellar, stone fence, kitchen furniture and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_23-40,,,https://list.am/en/item/14590506
House,Stone,250 sq.m.,1,5,2,,,No Renovation,,1000 sq.m.,"Ղազարյան փողոց 12, Բերքանուշ","$13,000",USD,"A half-built house in Berkanush village is urgently for sale, the price is negotiableTranslated from Armenian",Nov-24-2022_23-40,,,https://list.am/en/item/15799835
House,Stone,396 sq.m.,1,3,1,,,Euro Renovation,,300 sq.m.,"13-րդ փողոց 1, Այնթափ","$45,000",USD,"A private house is for sale in Aintap village, in a newly built district. The house has one kitchen, living room, two bedrooms, one bathroom. There is also a closed version. For details, you can call the indicated phone number.Translated from Armenian",Nov-24-2022_23-40,,,https://list.am/en/item/18199825
House,Stone,180 sq.m.,1,4,2,Not available,3 or more spots,Partial Renovation,,1600 sq.m.,Ararat › Artashat,"$42,000",USD,"Kasyan50. Made of stone and reinforced concrete. The door is monolithic. The window is franton. There is electricity, lamb drinking water, artesian irrigation water, general sewer line, gas. Trees. For other questions, call Viber otsap.Translated from Armenian",Nov-24-2022_23-40,,,https://list.am/en/item/16303037
House,Stone,480 sq.m.,2,8+,2,,,Partial Renovation,,1000 sq.m.,"Yerevan-Artashat roadway, Ayntap Border","$150,000",USD,"Two-storey residential house for sale c. Aintapum (located at the starting point on the Yerevan side)Residential area -- 480 square metersLand area -- 1000 square metersThe land borders the Yerevan - Artashat highway, which can be used for business purposes.Translated from Armenian",Nov-24-2022_23-40,,,https://list.am/en/item/18112661
House,Bricks,1500 sq.m.,2,5,1,,,Old Renovation,,,Ararat › Ararat,"$20,000",USD,"Private house for sale or exchange with a car in Vosketap village of Ararat, has a large plot of land - fruit trees.Translated from Armenian",Nov-24-2022_23-40,,,https://list.am/en/item/16395841
House,Stone,900 sq.m.,1,5,1,,1 spot,Major Renovation,,770 sq.m.,Ararat › Argavand,"$200,000",USD,"It is located in Argavand, 300m from Isakov street, the house is sunny, it is in a renovated condition, it has a heating system, 130 square meters, 4 bedrooms + a living room + a connecting room, 1 bathroom. It has all utilities, irrigation water, a large yard of 800 square meters, a barn. , fruit trees. There is a school, a kindergarten, a transport stop near the house.The street is paved.Translated from Armenian",Nov-24-2022_23-40,,,https://list.am/en/item/17360876
