Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Facilities,Appliances,Links
House,Stone,164 sq.m.,2,5,1,By agreement,3 or more spots,Cosmetic Renovation,1407 sq.m.,Kotayk › Hrazdan,"21,000,000 ֏",AMD,"5-room private house is for sale in Hrazdan. There are basements, a separate building, 2 garages, an orchard. All the communal facilities are available. A school, a shop and a kindergarten are nearby.Q. HrazdanBuilding type: StoneNumber of rooms: 5Area:• Total: 1407 square meters. Մ.• Residential: 164 sq. M. Մ.Price is negotiable only for the real buyerFor more information call.Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/16833029
House,Stone,250 sq.m.,1,3,1,Available,Not available,Euro Renovation,142 sq.m.,Kotayk › Kasagh,"$60,000",USD,"Kotayk region v. Kasakh. A private house with all its amenities is for sale. It has a kitchen, 2 bedrooms, a living room, a bathroom in the house. It is gasified and has Baxi system. If desired, it will be sold together with the furniturePrice is negotiableTranslated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/16932655
House,Stone,160 sq.m.,1,4,2,,,Partial Renovation,1200 sq.m.,Kotayk › Dzoraghbyur,"$130,000",USD,"The total area of the house is 160 sq. M. Water light gas. Heating system Partially renovated. There is a garage in the basement yard, a 2-storey building with tonratun land, 1200 sq / m orchard. For more details, call. Negotiable UrgentTranslated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/15175008
Country House,Stone,100 sq.m.,2,6,1,,,Old Renovation,1200 sq.m.,"Այգեգործների փողոց 159, Նուռնուս","$45,000",USD,Summer house for sale in Nurnus. Needs renovation. Price is negotiableStoreyFruit gardenIt has light and waterNegotiable:Translated from Armenian,Nov-24-2022_23-06,,,,https://list.am/en/item/17050209
House,Stone,260 sq.m.,2,3,1,,,Old Renovation,2000 sq.m.,"Dzoraghbyur 1-st block, Dzoraxbyur","$190,000",USD,"In the central part of Dzoraghbyur, a two-story detached house next to the main road with a total land area of 2000 meters. The house has an open balcony, all utilities, three-phase electricity and two independent sewers. Garage, there are different types of fruit trees in the plot. For sale by owner at an urgent low price.Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/18373036
House,Stone,320 sq.m.,2,8+,2,,,Cosmetic Renovation,,"1-ին փողոց 23, Մայակովսկի","$210,000",USD,"The house has all the utilities for details and to see the house, call the mentioned numberTranslated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/13603973
House,Monolith,160 sq.m.,1,7,1,,,Partial Renovation,1200 sq.m.,"1-ին փողոց 26, Վերին Պտղնի","$120,000",USD,The fenced house is tiled. There is a bathroom.Translated from Armenian,Nov-24-2022_23-06,,,,https://list.am/en/item/17942642
House,Stone,106 sq.m.,1,3,1,By agreement,2 spots,Cosmetic Renovation,700 sq.m.,"1-ին փողոց 27/1, Կոտայք","$103,000",USD,"House for sale in Kotayk region, v. In Kotayk. It is located on the central street, in a very good place, next to the school and kindergarten. The house is in good condition BAXI SYSTEM. The land is completely fenced with a stone fence. The land is convenient to use as a business area.There are newly planted fruit seedlings in the land, there is also a barn, it has a big basement with a separate entrance. Only real buyers should call.Negotiable to the real buyer.Summer house, dacha, houseTranslated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/16052546
House,Stone,300 sq.m.,2,4,1,Available,3 or more spots,Cosmetic Renovation,800 sq.m.,"Arinj 4th St. 18, Առինջ գյուղ","$118,000",USD,"Address Arinj 4th street house 18Urgent sale one-storey private house with a semi-basement in the central part of Arinj, the total area of the house is 133 square meters, the area of the semi-basement is 166 square meters, with an 800 square meter orchard. The house has 4 bedrooms, a living room, a dining room, a kitchen, a bathroom, a garage and a storage room, it has all the communal facilities, the house is in good condition, the price is negotiable.For more information call.Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/12692573
House,Stone,800 sq.m.,1,6,1,By agreement,1 spot,Cosmetic Renovation,543 sq.m.,Kotayk › Yeghvard,"$120,000",USD,"A 1-story private house is for sale in Yeghvard. The total land area is 800 square meters. The area of the residential house is 257 square meters. Euro windows are installed, the floor is parquet, the bathroom is tiled, the interior doors are wooden, the entrance door is iron. It is provided with all utilities. The roof is covered with tin. It has an attic, a basement, a garage, fruit trees in the yard.For details, you can call the indicated phone numbers.Code H-778Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/18372934
House,Stone,239 sq.m.,1,6,2,Available,Not available,Euro Renovation,129 sq.m.,"Dzagavank street, Առինջ գյուղ","$165,000",USD,"A 6-room private house with a one-story attic is for sale in Arinj village, Kotayk region. The total area of the house is 221.5 square meters, built on 239 square meters of land. The house was built in 2018. The land has a two-sided front, there are fruit trees, the road is asphalted. Iron entrance door, wooden interior doors, metal-plastic windows. Entrance hall, bathroom and kitchen is tiled. In the residential area, the floor is tiled, the walls and the ceiling are painted. There are two bathrooms. The house has / good / renovation. It is heated with individual heating system. For sale together with bedrooms and kitchen furniture. Sale: $ 165,000.Call for more questions.Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/17871242
House,Stone,200 sq.m.,2,3,1,,,Major Renovation,40 sq.m.,"Արմեն Մնացականյան փողոց 52, Առինջ","$85,000",USD,For more information callnegotiableTranslated from Armenian,Nov-24-2022_23-06,,,,https://list.am/en/item/18372887
House,Stone,186 sq.m.,2,5,1,By agreement,Not available,Euro Renovation,300 sq.m.,"Dzagavank 2nd lane, Առինջ գյուղ","$67,000",USD,"Own house for sale in Arinj village, 2 floors, fully renovated, sunny, furnished rooms, 5 total area, 300, house, 186, roof, pipes, wires, also negotiable, very urgent. Cash only, not through a closed bank. Very urgent rial will be negotiated to the buyer.Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/16748725
House,Stone,143 sq.m.,1,4,1,,,No Renovation,1000 sq.m.,Kotayk › Abovian,"18,000,000 ֏",AMD,Private house Kotayk region Kamaris villageTranslated from Armenian,Nov-24-2022_23-06,,,,https://list.am/en/item/16074656
House,Stone,113 sq.m.,2,4,2,Not available,Not available,No Renovation,130 sq.m.,"9-я улица 123-2/2, Зовуни","$75,000",USD,"A newly built two-storey house is for sale. On the first floor there is a living room, a kitchen, a toilet. On the second floor, there are three bedrooms, a bathroom and a toilet, on the third floor there is a masard plastered sewer and water connection. It is possible to exchange Mercedes BMW Toyota with a car worth up to $20,000/$25,000 with an additional fee.Translated from Armenian",Nov-24-2022_23-06,"WAter supply, sewerage",,,https://list.am/en/item/17675106
House,Stone,130 sq.m.,1,4,1,,,No Renovation,400 sq.m.,Kotayk › Abovian,"40,000,000 ֏",AMD,"The house is located in K. In Abovyan, Hatisi Street, 1st District, 27, in the neighborhood behind the printing house. The house is half-built, one floor, 130 sq. M., 100 sq. M. Mansard. In exchange for a car or apartment at an additional cost on your part. The rest is negotiable by callingTranslated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/17559701
Country House,Stone,105 sq.m.,2,2,1,,,Euro Renovation,500 sq.m.,Kotayk › Nurnus,"$60,000",USD,"The two floors together are 105 square meters. The summer house is provided with electricity, drinking and irrigation water. The first floor consists of two rooms, one of which is a summer kitchen, and the other a pantry. The second floor consists of two bedrooms, a living room and a bathroom. The second floor is renovated, the floor is laminated, the windows are euro, the door is iron. It has a storage room. There are fruit trees and a flower garden in the garden.Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/17990383
House,Stone,260 sq.m.,3,6,3+,Available,2 spots,Euro Renovation,600 sq.m.,"7-րդ միկրոշրջան 1, Աբովյան","$250,000",USD,"Newly built private house for sale in Abovyan, 7th micro-district, residential 260 sq. M., land 600 sq. M. ․ The house is three-storey, fully renovated, has 5 bedrooms, living room, kitchen, 3 bathrooms, 2 large halls ․ Basement with high ceilings, game hall, storage room ․ Garage under the house, barbecue in the yard ․ Has a large open balcony ․ For sale with all the property and equipment ․ carpet floor, heating system ․Code 1256Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/17942004
House,Stone,568 sq.m.,3,8+,3+,Not available,3 or more spots,Partial Renovation,1000 sq.m.,Kotayk › Jrvezh,"$370,000",USD,"Beautiful house for sale in Bagrand, 1000 sq. M. Garden, 568 sq. M. Residential ․ The house is built with a special design and very strong ․ Indoor swimming pool in the yard, beautiful pavilion ․ The house has 8 bedrooms, 3 living rooms, a kitchen, 4 bathrooms with its wardrobes ․ Special elevator from the kitchen to raise food to other floors, several open balconies with a beautiful view ․ The main works are done, plaster, floor tiles, very high quality European windows, euro doors, tiled bathrooms ․ Cosmetic repair remains ․ Has a garage, a beautiful orchard ․Code 2651Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/17967560
House,Stone,149 sq.m.,1,5,2,Not available,2 spots,Partial Renovation,1000 sq.m.,Kotayk › Nor Artamet,"$85,000",USD,"Private house for sale in Nor Artamet, 149 square meters, 1000 square meters of land ․ The house has 4 bedrooms, living room, large kitchen,2 bathrooms ․ There is drinking water, electricity, gas, heating system ․Has a basement, garage ․ Fruit garden.Code 4251Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/17643638
House,Stone,221 sq.m.,2,4,2,Available,2 spots,Major Renovation,800 sq.m.,Kotayk › Bjni,"29,000,000 ֏",AMD,"Three-storey summer house for sale in Bjni, 800 sq. M. Garden, 221 sq. M. Residential ․ Renovated, available, water, gas, electricity, heating system, fireplace ․ Has a wonderful view, well-kept beautiful orchard ․ Barbecue in the yard, beautiful pavilion, suitable for permanent residence ․ For sale with all property ․ It and indoor pool ․Code 5478Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/17620383
House,Stone,120 sq.m.,3,4,1,Not available,1 spot,No Renovation,650 sq.m.,Kotayk › Nurnus,"$45,000",USD,"Summer house for sale in Nurnus, 650 square meters of garden, 120 square meters of living space. It has a garage under the house and a two-story living room. It is a total 4-room house. Needs repair. There is drinking water, irrigation water, electricity, gas is nearby. Negotiable:Code 2514Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/18012357
House,Stone,138 sq.m.,3,5,1,Not available,3 or more spots,Old Renovation,500 sq.m.,Kotayk › Dzoraghbyur,"$70,000",USD,"Three-story country house for sale in Dzoraghbyur, 500 square meters garden with fruit trees, 138 square meters. Residential. Basement floor with high ceiling, 2 bedrooms on the first floor, living room, kitchen, bathroom, 2 more bedrooms on the attic floor, and a beautiful terrace with a balcony with a beautiful view. It also has a garage. It is close to the bus stop and shops. 2nd lane of the road: There is electricity, irrigation water, gas, the possibility of drinking water, the sewer is well, it is suitable for permanent residence. It is also possible to exchange with an apartment in Massiv, Jrvezh for an additional fee.Price slightly negotiableCode 2221Translated from Armenian",Nov-24-2022_23-06,,,,https://list.am/en/item/18037508
