Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Everything Else,Stone,70 sq.m.,,,,,Yerevan › Arabkir,"$110,000",USD,"Վաճառվում է 70ք/մ մակերեսով գործող բիզնես, կոմերցիոն տարածք Կոմիտաս պողոտայի սկզբնամասում, կիսանկուղային հարկում: Առկա է 3 արտաքին պատուհան, օդափոխության 2 համակարգ, ծխատար: Ունի 30ք/մ մակերեսով ավելացնելու հնարավորություն: Տարածքը վաճառվում է կահույքի և տեխնիկայի հետ միասինԿոդ 5151",Nov-24-2022_21-45,,https://list.am/en/item/15048890
Office Space,Stone,92 sq.m.,Not available,Not available,First Line,Common from the Courtyard,Yerevan › Arabkir,"$87,000",USD,"Վաճառվում է կոմերցիոն տարածք Կոմիտաս պողոտայում: Տարածքը վերանորոգված է, առկա է 2 մուտք, հարմար է գրասենյակի, արտադրական տարածք և այլն:Կոդ 4234",Nov-24-2022_21-45,,https://list.am/en/item/14129503
Everything Else,Panels,120 sq.m.,,,,,Yerevan › Arabkir,"$120,000",USD,"Վաճառվում է 120ք/մ մակերեսով կոմերցիոն տարածք Օրբելի փողոցում: Տարածքը գտնվում է բարվոք վիճակում, հարմար է ուսումնական կենտրոնի, ստուդիայի, մարզասրահի, գեղեցկության սրահի և այլ տարատեսակ գործունեության համարԿոդ 4942",Nov-24-2022_21-45,,https://list.am/en/item/14751043
Multifunctional Space,Stone,220 sq.m.,,,,,Yerevan › Arabkir,"$140,000",USD,"Code 8440Commercial premises for sale on Komitas Avenue, the premises are renovated, provided with three-phase current, gas, there are 3 entrances, suitable for various types of activities:Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/13832137
Everything Else,Cassette,6 sq.m.,,,,,Yerevan › Ajapnyak,"$2,000",USD,"A booth of 6 square meters is for sale, it is renovated, it is for sale with the entire property, it worked as beforeFast food bistroCall for detailsTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18314346
Office Space,Panels,37 sq.m.,Available,Not available,First Line,Common from the Street,"Davidashen 2-nd block, Yerevan","50,000,000 ֏",AMD,"Repair area, has a cab, air conditioning system, air conditioner.Arach line, near the station.The price is negotiable.From February 1, 2023, 380,000 dinars are available for rentTranslated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17268693
Retail Space,Stone,3000 sq.m.,,,,,"Bagratunyats Avenue, Yerevan","$5,000,000",USD,"Բագրատունյաց փողոցի սկզբնամասում` Երևան Սիթի սուպերմարկետի և Երևանյան լճի հարևանությամբ, վաճառվում կամ երկարաժամկետ վարձակալությամբ է տրվում կոմերցիոն տարածք, որն ընդհանուր զբաղեցնում է 3000 քմ. Մակերես: Տարածքն իր մեջ ներառում է մի շարք առևտրային և ծառայություններ մատուցող շինություններ` Բացօթյա սրճարան, որն այժմ գտնվում է վերանորոգման ընթացքում, 60 հատ հյուրանոցային համարներ, որոնք այժմ գործում են, հանդիսությունների վերանորոգված սրահ` 250 անձի համար նախատեսված, ևս 2 հանդիսությունների սրահներ, որոնք ունեն վերանորոգման կարիք, գործող խանութ, դեղատուն, ավտոլվացման կետ, արվեստանոց: Տարածքն ունի քառակողմ մուտք, բոլոր կոմերից ճանապարհները ասֆալտապատ են: Այն գտնվում է անմիջապես փողոցի վրա և բանուկ հատվածում: Ֆասադային մասը և բակը բարեկարգ է: Գնելով կամ վարձակալելով տվյալ տարածքը, այն կլինի շատ շահավետ ներդրում ձեր բիզնեսի մեջ:Վարձակալություն - 20,000 $/ամիսԱյլ մանրամասների համար կարող եք զանգահարել նշված հեռախոսահամարներով:Կոդ KR105",Nov-24-2022_21-45,,https://list.am/en/item/15032391
Office Space,Panels,41 sq.m.,,,,,Yerevan › Ajapnyak,"€60,000",EUR,"Կոդ՝ B-19530Վաճառվում է կոմերցիոն տարածք Էստոնական փողոցում։ տարածքը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սալիկ։ Ունի սանհանգույց, օդորակիչ, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Estonakan Street. The area is newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and is tiled. The area has a bathroom, air-conditioner and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_21-45,,https://list.am/en/item/14639352
Retail Space,Stone,500 sq.m.,,,,,"Artashisyan street, Yerevan","$400,000",USD,"BITCOIN:A 4-storey, universal commercial area with a basement floor is for sale or for long-term rent near the crossroads of Bagratunyats and Artashisyan streets, the land of which is 180 sq. M. The building is 500 square meters. The area in general needs renovation, it used to be a hostel. All the communications are available, it has an open-air parking. Suitable for hotel, hostel or other activities.Rent - $ 4,000 / monthRent and sale is also possible via BITCOIN, BTC, (crypto exchange)For more details you can call the mentioned phone numbers.Code KR104Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/14947007
Multifunctional Space,Stone,143 sq.m.,Available,Not available,First Line,Separate from the Street,"Nalbandyan street, Yerevan","$300,000",USD,"A commercial area is for sale in a small building in Small Center.Target significance: Public.The area has worked as a restaurant-tavern for many years.The area consists of 2 floors, a basement with an area of 78 sq. M., and a 1st floor with an area of 65 sq. M.Entrance from the street (1st line, 0 each), with a wide range of outdoor advertising.The area has an open-air cafe in front of the entrance, which is available with permission.The area is completely renovated. It is divided into 2 halls: On the 1st basement floors, 2 private rooms, 2 bathrooms, a kitchen.The kitchen has a professional ventilation system, which is raised to the roof, provided with professional restaurant equipment, connections (barbecue, stove, sink, freezer, etc.)Utilities: Natural gas, constant hot / cold water, three-phase electricity, professional ventilation system (traction, blowing, heating-cooling, ventilation system)For sale together with partial furniture and equipment. The price with all the furniture and equipment is negotiable.It is suitable for restaurant activities as well as for a number of other commercial activities.Call for more information.Code C1308Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17385837
Multifunctional Space,Stone,150 sq.m.,Not available,Not available,First Line,Separate from the Street,"Tumanyan street, Yerevan","$650,000",USD,"Code C1342A 2-storey multi-functional space is for sale on Tumanyan Street, consisting of 2 halls, 2 bathrooms, and a kitchen.The area has a glass facade, with a wide possibility of outdoor advertising.Internal renovation: OverhauledFloor type: Pressed graniteUtilities: T/s water, natural gas, individual heating system, air conditionersThe direction of the windows is towards the streetThe entrance is from the street, separate. There is a security systemSuitable for a number of activities.Call for other information.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17789250
Multifunctional Space,Stone,275 sq.m.,,,,,"Sayat Nova avenue, Yerevan","$800,000",USD,"Code C1373In the small center, on Sayat-Nova avenue, a multi-functional commercial space on the 1st and semi-basement floors of a residential building is for sale, with the areas of 95 square meters and 180 square meters, respectively (total 275 square meters)The area has 2 glass entrances from the street and 2 entrances from the yard. It has a glass facade on the side of Sayat-Nova avenue, a wide opportunity for outdoor advertising.The space has been fully renovated, the ventilation system has been installed, it is provided with natural gas, three-phase electricity, individual heating system, and an air duct system rising from the kitchen to the roof.It is suitable for a number of commercial activities: Shop, various service halls, entertainment clubs, restaurants, clinics, etc.Call for more information and more photos.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/18141718
Multifunctional Space,Monolith,203 sq.m.,Not available,Not available,First Line,Separate from the Street,"Sasuntsi Davit Street, Yerevan","$150,000",USD,"Code C1296The 1st and basement floors of a high-rise building are for sale on Sasuntsi Davit street (Butania), which are connected from the inside by a staircase.The area has a glass facade of about 5 m from the street, the entrance is from the street (line 1)Wide possibility of outdoor advertising.The area needs renovation.It is equipped with three-phase current, air vents, constant water supply, separate sewer, metal remote-controlled electric blinds.It is suitable for various commercial activities.Shop, workshop, pharmacy, office, laboratory and others.Call for other information.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/16898817
Retail Space,Stone,130 sq.m.,,,,,"Gai avenue, Yerevan","$200,000",USD,Գնորդից կվերցնեմ վարձակալությամբ!Վաճառվում է 2հարկանի ապակիների խանութ սրահ կոմունալ բոլոր հարմարություններովՀաեմար է նաև տուն սարքելու համար,Nov-24-2022_21-45,,https://list.am/en/item/15617532
Multifunctional Space,Stone,180 sq.m.,,,,,"Sayat Nova avenue, Yerevan","$340,000",USD,"Code C1330On Sayat-Nova avenue, st. A 180 square meter multi-functional area is for sale near the Anna Church.The area is located in the semi-basement floor of a 5-story stone building, it is completely renovated, it consists of 3 rooms, a kitchen with an air-conditioning system raised to the roof, 3 bedrooms. Floor type: Pressed granite.Utilities: Three-phase power, air handling system, ventilation system, which is installed.The windows overlook Sayat-Nova street and the yard.The entrance is separate from the street and from inside the building.It has the possibility of outdoor advertising.Call for other information.Translated from Armenian",Nov-24-2022_21-45,,https://list.am/en/item/17622432
