Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Amenities,Appliances,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Links
House,Wooden,26 sq.m.,2,2,1,Designer Renovation,,Kotayk › Arzni,"35,000 ֏ daily",AMD,"Enjoy your peaceful and secluded vacation in a forest atmosphere, but very close to the city. It is located only 23 km from the center of Yerevan, in the forested part of Arzni gorge.Designed for up to 2 adults and 1-2 minors.There is a refrigerator, Smart TV, WiFi, air conditioner, linen, jacuzzi. Near the house there are tables and benches, barbecue facilities, automatic night lighting.You can also use additional SPA services:-Phyto sauna in the barrel of cedar (Altai cedar) - 10,000 AMD-Bath with deer antler extract (pant bath) 3000 AMD for 1 personFacebook: Arzni Park Resort:Translated from Armenian",Nov-24-2022_22-33,,,,,,,,,,https://list.am/en/item/16813239
Country House,Stone,200 sq.m.,3,1,1,Partial Renovation,1200 sq.m.,"1-ին փողոց 1, Մայակովսկի","150,000 ֏ daily",AMD,"There are kitchen utensils, grill, table for 18-20 people, bathroom, swimming pool, sauna. The price is 150,000-200,000 AMD depending on the number of people. Available from 10:00 to 24:00 without overnight stay.Translated from Armenian",Nov-24-2022_22-33,,,,,,,,,,https://list.am/en/item/18138881
Country House,Stone,600 sq.m.,2,4,2,Euro Renovation,500 sq.m.,"2-րդ Ամառանոցային փողոց 34, Արամուս","330,000 ֏ monthly",AMD,Արամուսի այգեգործական թաղամասում ՎԱՃԱՌՎՈՒՄ կամ ամսավարձով տրվում է լավ վերանորոգված ամառանոց։ Առկա են բոլոր հարմարությունները։ПРОДАЕТСЯ или Сдается в долгосрочную аренду 2-х этажная дача у села Арамус. Имеются все коммунальные услуги. Дача находится в 15км от Еревана.,Nov-24-2022_22-33,Available,2 spots,,,7,Yes,Yes,Not included,By Agreement,https://list.am/en/item/17975759
House,Stone,400 sq.m.,2,5,3+,Designer Renovation,1300 sq.m.,"Vahagni street, Yerevan","$5,000 monthly",USD,"A luxuriously renovated and furnished two-storey private house is for rent in Vahagn district. The area of the private house is 400 square meters, it also has 1300 square meters of land, a beautiful garden and a chat room. The house has 4 bedrooms and 4 bathrooms, is provided with all the communal amenities. The house has a garage for 2 cars.For other details you can call the mentioned phone numbers.Translated from Armenian",Nov-24-2022_22-33,Available,3 or more spots,,,8+,Yes,Yes,Not included,By Agreement,https://list.am/en/item/17049248
House,Stone,200 sq.m.,2,6,3+,Major Renovation,700 sq.m.,Kotayk › Nurnus,"150,000 ֏ daily",AMD,"A private house is for daily rentKotayk region, village: Nurnus• 7 rooms• 200/700 square meters area• 2 / 2nd floor / stone /_• Overhauled•Heating System• Euro windows• 5 bathrooms• Open balcony• Pavilion• Beautiful garden• Summer kitchenThe cost of the daily rent is 120,000 dramsThe cost of the daily rent per night is 150,000 dramsCode AA110Translated from Armenian",Nov-24-2022_22-33,Available,2 spots,,,8+,Yes,No,Included,By Agreement,https://list.am/en/item/17995181
House,Stone,200 sq.m.,1,5,3+,Euro Renovation,1800 sq.m.,Kotayk › Abovian,"90,000 ֏ daily",AMD,"House for daily rentQ. Abovyan, Maykovsky village• Area of 1800/200 square meters• 5 rooms• 1 storey / stone /_• Euro renovated•Heating System• Euro windows• Open balcony• 4 bathrooms are tiled• garden• Pavilion• BarbecueCode 37915Translated from Armenian",Nov-24-2022_22-33,Not available,1 spot,,,8+,Yes,No,Not included,By Agreement,https://list.am/en/item/17731397
Country House,Stone,500 sq.m.,3,3,2,Major Renovation,,Kotayk › Ptghni,"50,000 ֏ daily",AMD,"The house is only 10 km from Yerevan.Capital renovated.Bedroom, Rest room,Kitchen,️ On the 3rd floor there is a relaxation area and an outdoor terrace.Swimming pool.Grill and toast.Fruit dachasTranslated from Armenian",Nov-24-2022_22-33,,,,,,,,,,https://list.am/en/item/18111838
House,Stone,200 sq.m.,2,4,1,Major Renovation,,Kotayk › Tsakhkadzor,"65,000 ֏ daily",AMD,It is provided with all communal and household amenitiesCode LC004Translated from Armenian,Nov-24-2022_22-33,Available,2 spots,,,8+,Yes,No,Included,By Agreement,https://list.am/en/item/14510000
House,Stone,100 sq.m.,2,3,1,Major Renovation,500 sq.m.,Kotayk › Tsakhkadzor,"25,000 ֏ daily",AMD,"The house is provided with all the communal and household amenities.2 persons 25000, then each increasing person 5000 AMD.Code LC011Translated from Armenian",Nov-24-2022_22-33,,,,,,,,,,https://list.am/en/item/17268134
Country House,Wooden,28 sq.m.,1,2,1,Euro Renovation,1600 sq.m.,Kotayk › Hrazdan,"20,000 ֏ daily",AMD,Tsaghkadzor community c. Phoenix.It is given by the day or by the month. Also for sale.Constant hot and cold water. Call for breadTranslated from Armenian,Nov-24-2022_22-33,,,,,,,,,,https://list.am/en/item/17632844
Country House,Stone,3500 sq.m.,1,3,1,Cosmetic Renovation,2000 sq.m.,Kotayk › Zovuni,"300,000 ֏ monthly",AMD,"Այստեղ առկա է պտղատու այգի, լողավազան, բաց տաղավար նաև առկա է ինտերնետ և 119 ալիք ունեցող հեռուստացույց, Տունը ամբողջությամբ կահավորված։ Есть фруктовый сад, бассейн, открытая беседка и интернет и 119 каналов на телевизоре. Дом полностью меблирован.",Nov-24-2022_22-33,,,,,,,,,,https://list.am/en/item/18374061
House,Bricks,58 sq.m.,2,2,1,Partial Renovation,15 sq.m.,Kotayk › Kotayk,"60,000 ֏ monthly",AMD,"Сдам в аренду две комнаты в доме на первом этаже, участок большой ухоженный с плодовыми деревьями, по всем вопросам звоните, туалет ванная есть, газ вода",Nov-24-2022_22-33,,3 or more spots,,,8+,Yes,Yes,Not included,Without prepayment,https://list.am/en/item/18197432
House,Stone,385 sq.m.,3,5,3+,Designer Renovation,425 sq.m.,"Պահլավունյաց փողոց 18/5, Ծաղկաձոր","70,000 ֏ daily",AMD,"3 հարկանի շքեղ առանձնատուն, 5 ննջասենյակով՝ ամեն ննջասենյակում, սեփական սանհանգույց։Մեծ 2 հյուրասենյակ, խոհանոցային հատված։Գինը նշված է աշխատանքային օրերի համարուրբ, շաբ, կիր - գինը այլ էԱռանձնատունը նախատեսված է 15 անձի համար լիարժեք գիշերակացով։Մանրամասների համար խնդրում ենք զանգահարելШикарная 3-х этажная вилла в Цахкадзоре. 5 спален, в каждой своя ванная комната.Отлично подойдет для проведения мероприятий. До 15 человек свободно, и с комфортом для себя, помещаются (10 спальных мест + 5 лежанки)Կոդ Luxore",Nov-24-2022_22-33,,,,,,,,,,https://list.am/en/item/17632444
House,Stone,50 sq.m.,2,3,1,Euro Renovation,860 sq.m.,"Ստեփան Շահումյանի փողոց 20, Գառնի","300,000 ֏ monthly",AMD,"A house for rent in the village of Garni, the house is in a renovated condition, it has a basement, the second floor is an attic, the house has everything, it is rented with furniture and appliances. For long-term rent. For more information callTranslated from Armenian",Nov-24-2022_22-33,,,,,5,Yes,No,Not included,4 months,https://list.am/en/item/18373997
House,Monolith,1500 sq.m.,3,6,2,Major Renovation,1500 sq.m.,"Հարոյան փողոց, Բյուրեղավան","50,000 ֏ daily",AMD,"AVAILABLE FOR DAILY AS WELL AS MONTHLY RENTFrom October 1, the prices are as follows:Without overnight stay: 50,000 AMD, with overnight stay: 60,000 AMD.The 2nd floor is heated with a heating system15-20 people can spend the night in the houseYou add more than 30 people + cleaning fee 10,000 AMD.With a beautiful yardWe provide beddingIt is heated with a baxi system 24/7Barbecue shampoos 20pcs_70cmPlayer with bluetooth2 refrigeratorsFruit treesLarge yard with fruit treesParking for 7 cars in the yardThe pavilion is large3 bathrooms2 open balconiesWe have a very large area for parking cars outsideBasic necessitiesSummer kitchen next to the pavilionOutside bathroomPatio swing with its table and chairsThe living room of the house is very suitable for celebrating big occasions6 bedroomsA large living room inside a 100 square meter house2 bathrooms in the houseTableware for 30 peopleSummer kitchen with hot and cold water, natural gas! We do not work with agents!Come to us to celebrate birthdays, anniversaries, New Year's, corporate, friendly, family gatherings, etc.We are waiting for you with loveFriendly attitude is paramountThe pool is filtered, the water is treated with special materials, 5.50 by 10, the depth is 1.40cm to 2.30cmLEDs are new to the latest generationBook in advance 15 days in advanceTo make a reservation, you must leave a deposit of 50% of the daily rateAlso available long termPRICES ARE DIFFERENT ON NEW YEAR'STranslated from Armenian",Nov-24-2022_22-33,Available,3 or more spots,"TElevision, internet, swimming pool, fireplace, barbecue oven, gazebo, alarm system","FRidge, coffee maker, water heater",8+,Yes,Yes,Included,By Agreement,https://list.am/en/item/17816023
Country House,Stone,50 sq.m.,1,3,1,Euro Renovation,,"2-րդ փողոց 1, Արզնի","40,000 ֏ daily",AMD,"Summer house for rent, daily rent in the gardens of Arzni, on the 16th km of the Sevan-Yerevan highway, the apartment has all the amenities, there is a children's playground, fruit trees in the gardenTranslated from Armenian",Nov-24-2022_22-33,,,,,,,,,,https://list.am/en/item/18353341
Country House,Stone,3500 sq.m.,1,2,2,Major Renovation,3000 sq.m.,"16-րդ փողոց 11, Զովունի","40,000 ֏ daily",AMD,"A recreation area for daily rent in Zovuni, 3 km from Yerevan, with a spacious yard and fruit trees, available: - semi-open pavilion for 40 peoplea closed pavilion with a fireplace for 15 peoplechat room2 bathroomswith dynamic bluetoothgas stove, toaster and grill with skewerskitchen utensils and dishesfridge and freezer - parking spaceTranslated from Armenian",Nov-24-2022_22-33,,,,,,,,,,https://list.am/en/item/17851763
House,Stone,180 sq.m.,2,3,2,No Renovation,,"1-ին փողոց 15, Բալահովիտ","$1,200 monthly",USD,"Сдается в аренду частный дом в селе Балаовит, в 10 км от г. Ереван и в 5 км г. Абовян, находится на главной дороге Абовян-Ереван, очень удобно для открытия магазина или офиса, требуется внутренний ремонт, берущий в аренду может сам сделать ремонт так, для чего хочет арендовать дом, на счёт договора и цены прошу позвонить на номера Вайбер или Ватсапп",Nov-24-2022_22-33,Not available,Not available,,,2,Yes,Yes,Not included,By Agreement,https://list.am/en/item/17519808
House,Stone,65 sq.m.,1,3,1,Partial Renovation,550 sq.m.,Kotayk › Ptghni,"250,000 ֏ monthly",AMD,"Own house for rent at Ptghni 2, 17 minutes from Komitas, newly built, with European windows, provided with permanent drinking water, electricity and natural gas, has a large attic room, 2 bedrooms on the first floor, fully renovated bathroom, studio-type living room with kitchen, outside beautiful garden and terrace with benches. Furnished with all utilitiesTranslated from Armenian",Nov-24-2022_22-33,,,,,2,Yes,No,By Agreement,3 months,https://list.am/en/item/18373715
House,Stone,350 sq.m.,3,5,3+,Major Renovation,1100 sq.m.,Kotayk › Jrvezh,"$2,000 monthly",USD,"Երկարատեւ վարձակալությամբ է տրվում 3 հարկանի առանձնատուն Ջրվեժ համայնքի ամառանոցային թաղամասում։ Առանձնատունը գտնվում է 10 րոպե հեռավորության վրա Երեւանի կենտրոնից։ Ընդհանուր մակերեսը 1100 քմ, շինությունը՝ 350քմ: Առանձնատունը կապիտալ վերանորոգված է, առկա են տաք եւ սառը ջուր, գազ, ջեռուցման համակարգ։ Ունի 5 ննջասենյակ, հյուրասենյակ, 3 լոգարան, պատշգամբ, սպորտի սենյակ, ավտոտնակ, խորդանոց, լողավազան, 15 + պտղատու ծառեր եւ այլն։ Գինը պայմանագրային։Сдается в долгосрочную аренду 3-х этажный частный дом в дачном поселке Джрвеж. Дом расположен в 10 минутах от центра Еревана. Общая площадь 1100 квадратных метров, площадь здания 350 квадратных метров. Дом полностью отремонтирован, есть горячая и холодная вода, газ, автономное отопление. Он имеет 5 спален, гостиную, 3 ванные комнаты, балкон, спортивный зал, гараж, кладовую, бассейн, более 15 фруктовых деревьев и т. Д. Цена договорная.",Nov-24-2022_22-33,,,,,8+,Yes,Yes,Not included,By Agreement,https://list.am/en/item/17684143
