Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Service Lines,Appliances,Links
House,Stone,270 sq.m.,2,8+,3+,,2 spots,Euro Renovation,800 sq.m.,"Հաղթանակի 1-ին փողոց 12/1, Երևան","$185,000",USD,"2-storey private house for sale, c. Yerjan - Victory district 1st street, supermarket and bus stop about 100 m. With all utilities, renovated and furnished, has heating, constant hot and cold water, gas, euro windows, shower, BAXI, Internet.The total land area is 800 square meters.House area:1st floor 90 square meters,2nd floor 134 sq. M.Garage for 2 cars 44 sq. M.The area is fenced with fruit trees, along with a summer kitchen.In the area there is also a renovated 2-room building of 52 square meters, kitchen + bathroom, toilet.Call for details.Idle people should not call.I am not a broker.Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17548007
House,Stone,325 sq.m.,2,7,2,Not available,1 spot,Old Renovation,325 sq.m.,"Arabkir 17-th Street, Yerevan","$290,000",USD,"The house is located on Arabkir 17th street (Banjaranoz) 2-storey, has 5 bedrooms, 2 living rooms, 2 bathrooms, garage, yard with fruit trees (about 200 square meters)MonumentTranslated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/18184220
House,Monolith,130 sq.m.,2,4,2,Not available,Not available,No Renovation,140 sq.m.,"Silikyan 1st street, Yerevan","$132,000",USD,"Two-story private house in Silikyan district (on 1st street)(in the immediate vicinity of Vahagni district)A two-story private house for sale. Yerevan, at 69, 1st Silikyan St. , right next to Vahagn district. The road is paved. The total area of the house is 130 square meters, the area of the yard is 140 square meters.The building is built with a concrete structure. The distance of the house from the adjacent private house is 10 cm (the houses do not have a common wall and the foundations are separate)The works are completely finished on the outside, the yard is tiled, the lining is stone and karite. The yard has parking for 2 cars. Green, grassy area in front of the yard and in the back yard.The interior works are plastered, the heating pipes and the electric wires are completely installed. The heating system is entrusted to the Kaldo company, the reinforcements to the Mikmetal company, the electric wires are completely Russian-made. The concrete work was done with M250 concrete. The house has a spacious living room, kitchen, 2 bathrooms, 3 bedrooms and a storage room. The kitchen has a separate exit to the backyard. The mansion has all the utilities. The mansion also has a spacious balcony with a beautiful view of Mount Ararat.The electrical wiring for cameras, yard lighting, electric opening and closing of the gates, as well as intercoms is fully installed. The mansion is completely fenced.The entire construction process was photographed and videotaped. Final completion of construction in 15 days.Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17833999
House,Stone,570 sq.m.,1,6,1,,,Major Renovation,,"Verin Shengavit 1st street, Yerevan","$130,000",USD,"One-storey private house is for sale in Verin Shengavit, the total area is 570 square meters, of which 120 square meters are residential.In the yard there are fruit trees, a summer pavilion, a garage of 60 square meters, an iron garage, an old building, the private house is fenced.The entrance door of the house is iron, the windows are of European production, individual heating system is installed, air conditioner, the bathroom is tiled.The house is fully renovated.Code Code 274Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/16654061
House,Stone,170 sq.m.,2,5,2,Not available,2 spots,Major Renovation,360 sq.m.,Yerevan › Malatia-Sebastia,"$185,000",USD,"Urgently for sale a newly built house in the elite district of Mush. The house is built of two-layer stone, the whole area is fenced, has a remote-controlled gate, there is a garage. The windows and interior doors of the whole house are of European production, it has an individual heating system, it is provided with all the communal amenities. On the ground floor there is a living room, a kitchen, one bedroom, a bathroom. On the second floor, two bedrooms, a bathroom, two open balconies with a beautiful view. The house is fully renovated and is in perfect condition. CODE 264:Code Code 264Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/16947010
House,Stone,105 sq.m.,1,3,1,Not available,2 spots,Major Renovation,225 sq.m.,"Lambron street, Kilikia","$109,000",USD,"Very Urgent 4-room 1-storey private house for sale in Cilicia, on Lambron street. The front door of the house is iron, the windows are partially changed, made in Europe, the bathroom is tiled, has individual heating system, air conditioner, built-in closet, basement, storage room, gate, fenced. There is a pavilion and a fireplace in the yard.The house has the opportunity to build a second floor.The house is renovated and is in very good condition.Call the listed phone numbers for details.CODE 16:Code Code 165Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17681528
House,Stone,600 sq.m.,1,1,1,Not available,Not available,Major Renovation,549 sq.m.,"Ղարիբջանյանի փողոց 1, Երևան","$48,000",USD,"Urgent sale one-storey private house on Gharibjanyan street, total area - 600 square meters, residential - 51 square meters.The entrance door of the house is iron, the windows and doors are of European production, the bathroom is tiled, permanent water and gas, electric wires and water pipes are changed, the roof is capitally repaired.The house is fully renovated.Code Code34Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/16603885
House,Stone,430 sq.m.,1,4,1,Not available,3 or more spots,Euro Renovation,300 sq.m.,"Tairov street, Yerevan","$90,000",USD,"Շտապ վաճառվում է 1 հարկանի սեփական տուն Թաիրովում (Գիգանտի հարևանությամբ) :Տան բնակելի մակերեսը՝ 129 ք. Մ է, հողատարածքի մակերեսը՝ 300 ք. Մ, պատուհաններն ու դռները եվրոպական արտադրության են, առկա է ճաղավանդակներ, ունի անհատական ջեռուցման համակարգ, սանհանգույցը՝սալիկ/մետլախ, էլեկտրական լարերն ու ջրի խողովակները որակյալ են:Տան հողամասում ունի պտղատու ծառեր, բուխարի, ավտոկայանատեղի, բացօթյա տաղավար:Տունը եվրովերանորոգված է, պարսպապատ:Կոդ Code 251",Nov-24-2022_23-14,,,,https://list.am/en/item/16441464
House,Stone,135 sq.m.,2,5,1,Not available,1 spot,Partial Renovation,600 sq.m.,"2-րդ փողոց 1, Նոր Խարբերդ","$43,000",USD,"Very Urgent two-storey private house for sale in Nor Kharberd, Shengavit community. The house is fenced, has a gate, a garage, a parking lot, a cultivated garden with fruit trees, is provided with constant drinking water, irrigation water, electricity, it will be supplied with gas soon.On the first floor of the house there is 1 living room, 2 bedrooms, a bathroom and a kitchen.On the second floor, 1 living room, 1 bedroom.The house is partially renovated and is in clean and good condition.Call the listed phone numbers for details.CODE 293:Code Code 293Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17536786
House,Stone,860 sq.m.,1,4,1,Not available,3 or more spots,Major Renovation,,Yerevan › Erebuni,"$180,000",USD,"Շատ շտապ վաճառվում է 4 սենյականոց սեփական տուն Նոր Արեշում, ընդհանուր մակերեսը 860քմ է, որից 160քմ բնակելին է, տան տակով նկուղ, այգի պտղատու ծառերով, բակ:Տան դուռը երկաթյա է, էլեկտրական լարերն ու ջրի խողովակները փոխված են, ունի անհատական ջեռուցման համակարգ, պատուհանները եվրոպական արտադրության են, սանհանգույցը՝ սալիկ/մետլախ:Տունը կապիտալ վերանորոգված է, պարսպապատ:ՎԱՃԱՌՎՈՒՄ Է ԱՎՏՈՏՆԱԿԻ և ԽԱՆՈՒԹԻ ՀԵՏ ՄԻԱՍԻՆ:Կոդ code 204",Nov-24-2022_23-14,,,,https://list.am/en/item/13148114
House,Stone,100 sq.m.,1,3,1,Not available,Not available,Partial Renovation,400 sq.m.,Yerevan › Shengavit,"$63,000",USD,"Very Urgent Private house for sale in Nerkin Charbakh, first line. The front door of the house is iron, the windows and the door of the bathroom are of European production, the bathroom is tiled, the electric wires and water pipes are changed, it has an individual heating system. There is a basement in front of the house, a plot of land with fruit trees in the back, a storage room and a separate building that can serve as a summer kitchen. The house is partially renovated and is in good condition. For details, call the mentioned phone numbers.CODE 165:Code Code 164Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17264151
House,Stone,214 sq.m.,2,6,2,Not available,3 or more spots,No Renovation,520 sq.m.,"18th street of Khachatur Abovyan, Aring","$147,000",USD,"Newly built, 2-storey, each floor, 106 square meters, land, 520, no agent, not built, better than normal, water, electricity, gas, fenced, calited, windows, 470 meters from the main road, flat, also exchange with extra charge, also with car, I will listen to an offer NegotiableTranslated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/16029152
House,Monolith,300 sq.m.,2,8+,2,By agreement,2 spots,Designer Renovation,440 sq.m.,"Tsarav Aghbyuri Street, Yerevan","$480,000",USD,"Սեփականատիրոջ կողմից վաճառվում է առանձնատուն Ծարավ Աղբյուր, Աճառյան հատվածում, Փլեյ Սիթիի, Ֆուտբոլի ակադեմիայի, Գազպրոմի դպրոցի մոտ։ Ունի բոլոր հարմարությունները, 2 մեքենայի ընդարձակ ավտոտնակ, բակում ևս երկու մեքենայի կայանատեղի, նկուղ, տաղավար (խորովածանոց) ։ Առկա է 8 սենյակ (հյուրասենյակ, խոհանոց-ճաշասենյակ և 6 ննջարան), լվացքատուն, հանդերձարան և պահեստային սենյակ: Տունը նորակառույց է, (2019), ճանապարհի վրա 1-ին գիծ, ունի երկու մուտք, գեղեցիկ և որակով վերանորոգված։ Տանիքը ևս կարող է օգտագործվել որպես մանսարդային հարկ։ Առաստաղի բարձրությունը 3,20։ Տեղադրված են օնլայն տեսախցիկներ, տանն առկա է արագ ինտերնետային կապ։ Սանտեխնիկան իտալական, գերմանական և իսպանական արտադրության։ Դարպասն ավտոմատ է, տեղադրված է կոնդենսացիոն ջեռուցման համակարգ։ Գինը չի սակարկվում։Տրվում է նաև երկարաժամկետ վարձակալության, ամսական վարձը 5000 $.Продается частный дом от собственника в Царав Ахбюр, в районе Ачарян, рядом с Плей Сити, Академией футбола, школой Газпром. В доме 8 комнат (гостиная, кухня-столовая и 6 спален), прачечная, гардеробная и кладовая. Дом новой постройки (2019 г.), на 1-й линии дороги, имеет два входа, красивый и качественный ремонт. Крышу также можно использовать как мансардный этаж. Есть все удобства, просторный гараж на 2 машины, стоянка на две машины во дворе, подвал, беседка (мангал) Высота потолков 3.20. Установлены онлайн камеры, есть быстрый интернет. Сантехника итальянского, немецкого и испанского производства. Ворота автоматические, установлена конденсационная система. Цена не подлежит обсуждению.Также сдается на длительный срок, ежемесячная арендная плата составляет 5000 долларов.A private house for sale from the owner in Tsarav Aghbyur, in the Acharyan district, next to Play City, the Football Academy, the Gazprom school. There are all amenities, a spacious garage for 2 cars, parking for two cars in the yard, basement, gazebo (barbecue) ․ The house has 8 rooms (living room, kitchen-dining room and 6 bedrooms), a laundry room, a dressing room and a pantry. The house is newly built (2019), on the 1st line of the road, has two entrances, beautiful and high-quality renovation. The roof can also be used as an attic floor. Ceiling height 3.20. Online cameras are installed, there is fast internet. Plumbing Italian, German and Spanish production. The gates are automatic, a condensing heating system is installed. Price is non-negotiable.Also rented long term, monthly rent is $5,000.Carav Axbyur, Царав Ахпюр, царав агбюр, tsarav axpyur, acharyan",Nov-24-2022_23-14,,,,https://list.am/en/item/17266058
