,Construction Type,New Construction,Elevator,Floor,Number of Rooms,Number of Bathrooms,Floor Area,Ceiling Height,Balcony,Renovation,Address,Price,Currency,Description
314,Panels,No,Available,11 / 11,2,1,67 sq.m.,from 2.75 m,Closed balcony,Cosmetic Renovation,"Mesrop Mashtots Avenue, Yerevan","$125,000",USD,"2-room apartment is for sale in Small Center, on Mashtots Avenue (second line) The apartment is located near Tumanyan crossroads. It has all the communal facilities. A beautiful view opens from the windows.For other details you can call the mentioned phone numbers.Translated from Armenian"
315,Panels,Yes,Available,4 / 10,1,1,42 sq.m.,from 2.5 m,Multiple balconies,Euro Renovation,"Qanaker 14th street, Yerevan","$45,000",USD,"I am selling a euro-renovated 1-room apartment, two closed balconies, the windows are of European production, there is a heating system in the backyard. I am not a broker, this is my apartmentTranslated from Armenian"
316,Stone,No,Not available,4 / 5,5,1,145 sq.m.,from 3 m,Open balcony,Major Renovation,"Kievyan street, Yerevan","$207,000",USD,"Fully renovated, European windows, oak flooring, heating system, 2 bathrooms. It has an open balcony, windows facing the street, bright, sunny;Translated from Armenian"
317,Monolith,Yes,Available,4 / 9,3,2,116 sq.m.,from 3 m,Multiple balconies,Major Renovation,"Tsarav Aghbyuri Street, Yerevan","$117,000",USD,3-room apartment is for sale in a new building. Tsarav Aghbyur street. Capitally renovated. 2 Bathrooms 2 open balconies. Parking is available at an additional cost.Translated from Armenian
318,Stone,No,Not available,2 / 5,4,1,124 sq.m.,from 3.2 m,Open balcony,Major Renovation,"Mesrop Mashtots Avenue, Yerevan","$315,000",USD,"4-room apartment with an area of 124 square meters is for sale on Mashtots avenue, near Amiryan crossroads. The apartment is located on the 2nd floor of a 5-storey Stalinist project stone building. It is renovated, air conditioner is installed, euro windows, the floor is covered with laminate. The bathroom is tiled with European tiles, equipped with sanitary ware. The apartment has an open balcony to Mashtots Avenue. Banks, schools, shops, cafes and transport stops are nearby.In case of questions related to the apartment or other property, please call the mentioned phone number.Sincerely, PROJECT Real Estate Agency.Translated from Armenian"
319,Monolith,Yes,Available,3 / 10,2,1,44 sq.m.,from 3 m,Open balcony,Designer Renovation,"Davidashen 4-th block, Yerevan",,unknown,"Code 12927 2-room apartment is for sale in Davtashen district. The apartment is located on the 6th floor of a 9-storey new building, the total area of which is 44 square meters. The apartment is fully repaired, the entrance door is metallic, the windows are of European production, the floor is covered with laminate, the kitchen and the bathroom is tiled. All the necessary shops are nearby.Our address:HrJ Kochar 13A#SafeHouse #SafeHouse # real estate # real estate sale # document registration #free #consultationTranslated from Armenian"
320,Panels,No,Not available,2 / 5,3,1,96 sq.m.,from 2.75 m,Multiple balconies,Partial Renovation,Yerevan › Davitashen,"$92,500",USD,"Code 5 + 33490:3-room apartment is for sale in Davitashen. The apartment is in a clean condition. The entrance door is iron, the floor is parquet, tiles, the windows are partially euro.The bathroom is separate, tiled.There is a heating system.It has a balcony.Translated from Armenian"
321,Panels,No,Available,5 / 10,3,1,100 sq.m.,from 2.75 m,Open balcony,Old Renovation,"Agayan street, Yerevan","$165,000",USD,"3-room spacious apartment for sale on Abovyan str ․ Near Parisian coffee on the 5th floor of a panel building on Aghayan street.The apartment is old renovated, it is in clean condition, it is gasified, Baxi system has all the communal facilities, it has an open balcony.The building is close to shops, Yeritasardakan metro, various entertainment places.For more information call.Apartment for sale:Quarter sale:Translated from Armenian"
322,Stone,No,Not available,3 / 3,4,1,195 sq.m.,from 3 m,Multiple balconies,Old Renovation,"Abovyan Street 42A, Yerevan",,unknown,"4-room apartment of 145 sq. M. Is for sale. + semi-basement and basement 23.3 sq. M. + garage - 27 sq. M. In the Small Center of Yerevan, 42a Abovyan Street. In a building designed by Stalin. Ceiling height: 3.30 m. The apartment occupies the whole last floor of the building, the third floor (145 sq. M.), and the semi-basement, the basement and the garage - 1/3 of the basement floor (50.3 sq. M. In total) The total area is 195.3 square meters. (145 + 50.3) :It has a side, bright and quiet position. The separate living room (Zal), the three bedrooms, the kitchen, the bathroom and the entrance are connected with 8.5 sq. M. Corridor. Round-the-clock water supply and gas supply. Individual heating system, air conditioner.Has the ability to expand. Spacious loggia, 41 sq. M. (view to the yard, Koryun dead end, Nork), which can be turned into additional rooms (living room, bedroom, kitchen, bathroom) Balcony - 8.1 sq. M. (view to the yard, Abovyan street, Nork hill, TV tower)Basement floor: Semi-basement 12 sq. M., corridor 3.8 sq. M., basement 7.5 sq. M. (according to the ownership certificate, the purpose is Residential), garage 27 sq. M.There is a free space for outdoor parking in the yard. ""Yeritasardakan"" Metro station, State Medical University, Ring Park, supermarkets, necessary shops and entertainment places are nearby.If you have any questions, call the number: Owner (without broker, agent - Broker)Please call 12: 00-20: 00Translated from Armenian"
323,Stone,No,Not available,4 / 5,2,1,72 sq.m.,from 2.75 m,Closed balcony,Old Renovation,"Avet Avetisyan Street, Yerevan","$90,000",USD,"Avet Avetisyan - Gulbenkian intersectionin a specially designed stone building2-room spacious apartment for salethe apartment has an old renovation, clean conditionclosed prisoncall to learn moreTranslated from Armenian"
324,Monolith,Yes,Available,8 / 9,3,1,119 sq.m.,from 3 m,Open balcony,Major Renovation,Yerevan › Kentron,"$440,000",USD,"Code 2 + 301552:3-room fully renovated apartment is for sale near Northern Avenue. The apartment is located in a newly built building. The apartment has individual heating system, air conditioner, open balcony, laminate floor, euro windows, the bathroom is tiled. For sale with partial furniture and appliances.Translated from Armenian"
325,Panels,No,Not available,5 / 5,2,1,60 sq.m.,from 2.75 m,Closed balcony,Cosmetic Renovation,"Bashinjaghyan street 1-st lane, Yerevan","$50,000",USD,"The apartment has a euro window, an iron door, carpet parquet, side door, for sale together with partial furnitureTranslated from Armenian"
326,Stone,No,Not available,4 / 4,2,1,67 sq.m.,from 3.2 m,Open balcony,Cosmetic Renovation,"Marshal Baghramyan avenue, Yerevan","$167,000",USD,1 линия. Фасадная сталинка... Одно из лучших здании. Еревана. Цена окончательная.
327,Monolith,Yes,Available,8 / 8,5,3+,210 sq.m.,from 3 m,Multiple balconies,Major Renovation,"Pushkin Street 36, Yerevan","$420,000",USD,"#BITCOINՎաճառվում է 5 սենյականոց լյուքս դասի դուպլեքս բնակարան երկու բաց պատշգամբներով, որը գտնվում է Երևանի լավագույն վայրերից մեկում` Հյուսիսային պողոտայի հարևանությամբ նորակառույց շենքում:• Բնակարանը կապիտալ վերանորոգված է։• Տեղադրված է երկաթյա դուռ, եվրո պատուհաններ:• Ջեռուցումը և հովացումը անհատական է, տեղադրված է օդորակիչներ բոլոր սենյակներում:• Կահավորված է բարձրորակ գույքով և տեխնիկայով:• Առկա է 3 սանհանգույց, որոնք սալիկապատված են և հագեցած սանտեխնիկայով:•Գտնվում է քաղաքի սրտում, տեղանքում առկա են առևտրի և ժամանցի համար նախատեսված լավագույն կենտրոնները•Բաց պատշգամբը ունի խոհանոց:"
328,Stone,No,Not available,3 / 4,4,2,160 sq.m.,from 3 m,Multiple balconies,Euro Renovation,Yerevan › Kentron,"$280,000",USD,"Կոդ՝ K-15648Վաճառվում է 4 սենյականոց բնակարան Հանրապետության փողոցում (Նոր զովք սուպերմարկետի հարևանությամբ) ՝ 4 հարկանի քարե շենքի 3-րդ հարկում։ Բնակարանը նորաոճ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սալիկապատ։ Սանհանգույցը (2) ` Համակցված, նորաոճ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի կախովի պատշգամբ (2), ներկառուցված պահարաններ, խոհանոցի կահույք, օդորակիչ, ջեռուցման համակարգ, մշտական ջուր և գազ։ Վաճառքը է կահույքի և տեխնիկայի հետ հետ միասին։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for sale in Hanrapetutyan Street. The rooms' quantity is 4 (1 hall and 3 bedrooms) The apartment is modern renovated and is located on the 3rd floor of the 4-storey stone building, that is stationed on the first line. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and is tiled. The bathrooms (2) are combined and modern tiled, the electric wires and pipes are newly changed, the roof is renovated. The apartment has 2 balconies, built-in closets, kitchen furniture, heating system, air-conditioner and is supplied with constant water and gas. The apartment is being sold with furniture and electronic devices.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You."
329,Panels,No,Available,10 / 14,3,1,75 sq.m.,from 2.8 m,Open balcony,Cosmetic Renovation,Yerevan › Arabkir,"$100,000",USD,"Apartment for saleArabkir, Gulakyan st.• 75 square meters area• 3 rooms•14/10th floor/panel/• cosmetically repaired•property/equipment• European windows/doors•Heating System• open balcony• sunnyTranslated from Armenian"
330,Stone,No,Not available,3 / 5,3,1,96 sq.m.,from 3 m,Open balcony,Old Renovation,"Komitas Ave , Yerevan","$125,000",USD,"Կոմիտաս, 1-ին գիծքարե շենք, ստալինյան նախագիծ, 5/3 հարկ96 ք. Մ. , 3 սենյակ, առկա է ընդարձակ բաց պատշգամբշատ արևկող ու լուսավոր բնակարան էունի վերանփորոգման կարիքԿոդ 4488"
