Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Everything Else,Stone,30 sq.m.,,,,,"2-րդ թաղամաս 9, Չարենցավան","12,000,000 ֏",AMD,Продается квартира под комерческую площадь в центральном районе г. Чаренцавана (по шаговой доступности к церкви г. Чаренцавана) Уже для комерческой деательности есть все разрешения со стороны мэрии города. Проект со всеми строительными чертежами и разрешениями полностью готова.,Nov-24-2022_17-56,,https://list.am/en/item/17610942
Industrial and Manufacturing,Stone,6000 sq.m.,,,,,Kotayk › Jrvezh,"1,000 ֏",AMD,"The area of 600 square meters is renovated.There is a non-functioning refrigerator 2000 sq / mIt has gas, water, electricity, sewerage.It is for sale for 1 square meter - $ 500Code v-0047Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17204274
Retail Space,Stone,16 sq.m.,,,,,Kotayk › Abovian,"$26,000",USD,For sale near the existing shop market (next to the bookstore)Translated from Armenian,Nov-24-2022_17-56,,https://list.am/en/item/17424658
Multifunctional Space,Panels,45 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,"Hatis street, Abovyan","$25,000",USD,"The area is located in the 4th district of Abovyan city, next to the maternity hospital - right in front of the military buildings.It has a bathroom, it can be used as a dental clinic, barber shop, grocery store, office space (the frontage is about 60 square meters of usable space), the area of the building is 30.25 square meters.I will exchange.Shop in Abovyan, Abovyan city.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/11312131
Everything Else,Stone,530 sq.m.,,,,,Kotayk › Proshyan,"$230,000",USD,"Կոդ` K-16136Վաճառվում է 2 հարկանի կոմերցիոն տարածք Կոտայքի մարզ Պռոշյա գյուղում: Ընդհանուր մակերեսը՝ 700քմ։ Տարածքը միջին վիճակում է: Մուտքի դուռը և պատուհանները՝ եվրո, հատակը՝ սալիկապատ, էլ. Լարերը և խողովակները՝ փոխված: Ունի սանհանգույց և մշտական ջուր: Մուտքը՝ փողոցից։ Տեսարանը դեպի բակ և այգի։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A 2-storey commercial area for sale in Kotayk province, Proshyan village. Total area is 700sq. M. The area is middle renovated and is stationed on the first line. The entrance door and windows are euro-based, the floor is tiled, the electric wires and pipes are newly changed. The area has a bathroom and is supplied with constant water.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_17-56,,https://list.am/en/item/12690089
Multifunctional Space,Stone,598 sq.m.,,,,,Kotayk › Jrvezh,"$550,000",USD,"Code-14374: Commercial area for sale in Jrvezh. The area can serve as a restaurant, bakery, bakery, shop, office space... There is a 1st line in a busy area.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17212449
Building,Stone,870 sq.m.,Not available,Not available,First Line,Separate from the Street,Kotayk › Jrvezh,"$800,000",USD,"Code-14501: Three-storey commercial area for sale in Jrvezh. Each floor of the building is 290 square meters (three floors are 870 square meters), the land is 540 square meters, there are 7 rooms, 4 bathrooms, a tonrat house of 40 square meters, parking. Can be used as a restaurant-hotel complex, townhouse, etc.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17516960
Warehouse,Stone,235 sq.m.,,,,,Kotayk › Kasagh,"$65,000",USD,"Address: Ashtarak highwayBuilding type: StoneArea: 235 square metersLand 235 square metersBuilding 140 mCar repair boxes5 tons. Dangrat,Yama,three-phase currentWater,bathroom:The sale price is 65,000 USDIt is for rent.Code: GS-K140:Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/13980219
Hotel,Stone,1000 sq.m.,Not available,Not available,First Line,Separate from the Street,Kotayk › Tsakhkadzor,"$870,000",USD,"Code T382:Commercial area for sale in Tsakhkadzor. The total area is 1000 square meters, and the building is 552 square meters. The area is in zero condition. Stained glass windows are installed.Code T-382Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17912301
Industrial and Manufacturing,Stone,900 sq.m.,,,,,"Eghvard highway 6, Yerevan","$550,000",USD,"Production area with 2.5 hectare land, of industrial significance, with about 900 square meters of unfinished building, near SEMUR, 2nd line.Price: $ 550,000 USDCODE S174:For more details call SMART AgencyTranslated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/12660015
Retail Space,Stone,50 sq.m.,,,,,"Suren Mnatsakanyan street, Abovyan","$75,000",USD,"Վաճառվում է երկհարկանի/կիսանկուղային/ վերանորոգված կոմերցիոն տարածք, ք․ Աբովյանում՝ №10-րդ դպրոցի դիմաց։1.-ին կիսանկուղային հարկը ունի առանձին մուտք, վերանորոգված է։ Կարող է ծառայել որպես խանութ, արտադրամս կամ որպես պահեստ։2-րդ հարկը վերանորոգված է։ Ունի երկու մուտք, սանհանգույց, փոքրիկ պահեստ և ընդհանուր սրահ։Տարածք վաճառվում է գույքի հետ միասին։Գինը պայմանագրային։",Nov-24-2022_17-56,,https://list.am/en/item/15835040
Industrial and Manufacturing,Stone,6500 sq.m.,,,,,Kotayk › Hrazdan,"$200,000",USD,"The only cotton factory with heat-insulating and sound-insulating properties of basalt thin-ultra-thin fibers is for sale, the only functioning cotton factory in the country. The area is 6500 square meters. M, the area of reinforced concrete capital building is 1210 sq. M. M:Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/7272995
Functioning Business,Stone,1500 sq.m.,,,,,"8-րդ միկրոշրջան 162, Աբովյան","52,000,000 ֏",AMD,"Existing business for sale. Greenhouse level, the total surface of the land. 3500. The area of the greenhouse is 1500 square meters. It is equipped with all equipment and communications, for details, call the indicated number.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/18056427
Restaurant,Stone,1560 sq.m.,,,,,Kotayk › Ptghni,"$450,000",USD,"Կոդ՝ K-18610Վաճառվում է մեկ հարկանի 10 սենյականոց կոմերցիոն տարածք Վերին Պտղնիում: Տարածքը նորաոճ վերանորոգված է, առաջին գիծ: Մուտքի դուռը՝ երկաթյա, ապակեպատ, պատուհանները՝ եվրո, հատակը՝ սալիկապատ, պրեսգրանիտ: Սանհանգույցը (2) ՝ համակցված, նորաոճ սալիկապատ, էլ. Լարերը և խողովակները՝ փոխված: Ունի ավտոկայանատեղի, եռաֆազ հոսանք, անվտանգության, օդափոխության համակարգեր, ներկառուցված, շարժական կահույք, ջեռուցման համակարգ, մշտական ջուր և գազ: Տարածքում կա հանդիսությունների սրահ, առանձնասենյակներ, հյուրանոցային համարներ, բացօթյա տաղավարներ, կիսակառույց մեծ սրահ (2-րդ հարկ) :Գործակալության միջնորդավճարը կազմում է 2%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։1- storey commercial area for sale in Verin Ptghni. The rooms' quantity is 10. The area is modern renovated and is stationed on the 1st line. The entrance door is iron-made, glass-made, the windows are euro-based, the floor is covered by solid granite and is tiled. The bathrooms (2) are combined and modern tiled, the electric wires and pipes are newly changed. The area has parking, three-phase electricity, security and ventilation systems, built-in, removable furniture, heating system and is supplied with constant water and gas. There are celebration hall, cabinets, hotel rooms, open-air pavilions and partially built hall (on the second floor) ․The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_17-56,,https://list.am/en/item/15167021
Functioning Business,Stone,2080 sq.m.,,,,,Kotayk › Hrazdan,"$280,000",USD,"K-21219Վաճառվում է գործող հյուրանոցառեստորանային համալիր Հրազդանում՝ դեպի Հանքավան տանող ճանապարհի սկզբնամասում: Գտնվում է գլխավոր փողոցի վրա՝ առաջին գծում, շինության մակերեսը՝ 600 քմ, ճակատի երկարությունը՝ 57մ ։ Համալիրում կա 3 բացօդյա տաղավար, 5 առանձնասենյակ, 3 հյուրանոցային համար, 1 համար շոգեբաղնիքով, 1 հանդիսությունների սրահ, խոհանոց՝ հագեցած անհրաժեշտ սարքավորումներով, պահակակետ և խանութ: Ապահովում է կայուն եկամուտ: Ունի նաև ընդլայնման հնարավորություն: Տարածքն ապահովված է ջրով, գազով և եռաֆազ հոսանքով: Վաճառվում է գույքի և տեխնիկայի հետ միասին:Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An operating hotel-restaurant complex for sale in Hrazdan, at the beginning of the road leading to Hankavan. It is located on the main street, on the first line, the area of the building is 600 sq. M, the length of the forehead is 57 m. The complex has 3 open-air pavilions, 5 private rooms, 3 hotel rooms, 1 room with sauna, 1 banquet hall, a kitchen equipped with the necessary equipment, a guard post-shop. Provides a stable income. There is a possibility to enlarge the area. It is supplied with constant water and gas. It has three-phase electricity. It is being sold with furniture and electric devices.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_17-56,,https://list.am/en/item/12683373
Retail Space,Stone,82 sq.m.,,,,,"2nd microdistrict, Abovyan","$100,000",USD,"Gas, electricity, water supply, functioning market, negotiable, exchange with an apartment is possible only in Yerevan with your surchargeTranslated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17676983
Agricultural Space,Stone,496 sq.m.,,,,,Kotayk › Abovian,"$30,000",USD,"URGENTLY FOR SALE LIVESTOCK (340 sq. M.) WITH NAVES attached (156 sq. M./total 496 sq. M.)K. Abovyan region, Geghashen community. The price is negotiable.Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/17513444
Industrial and Manufacturing,Stone,2600 sq.m.,,,,,"Gortsaranayin St 1, Hrazdan","$250,000",USD,"A former knitting factory is for sale in an industrial area, next to Gres (Block 5)There is an operating railway station nearby. The total area is 1.54 hectares, the building is about 2600 square meters. Suitable for organizing any type of activity.Factory / production area / production areahttps://maps.app./D59WYAgVM1XfrrVu8:Translated from Armenian",Nov-24-2022_17-56,,https://list.am/en/item/11978007
