Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links
Warehouse,6 sq.m.,,,,,,,,,Yerevan › Kentron,"35,000 ֏",AMD,"A storage space is available for rent in the city center. It is located in the semi-basement floor of the building, it is not renovated, call for questions.Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/18154976
Industrial and Manufacturing,70 sq.m.,,,,,,,,,Yerevan › Kanaker-Zeytun,"160,000 ֏",AMD,"It is for rent, intended for food production_ gas_current_220volt_water_bathroom_residential areaTranslated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/17983223
Office Space,35 sq.m.,,,,,,,,,Yerevan › Arabkir,"150,000 ֏",AMD,"For rent, office space, 1 room, shared bathroom, long term.Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/18347689
Office Space,1200 sq.m.,Available,Not available,Second Line,Separate from the Street,Direct Lease,6 months,1 month,Not included,"Avan-Arinj 1st micro, Yerevan","$1,000",USD,Private house for rent in Arinj with all amenities. Possible as an officeTranslated from Armenian,Nov-24-2022_22-15,,https://list.am/en/item/17906153
Office Space,198 sq.m.,Not available,Not available,Second Line,Common from the Courtyard,Direct Lease,1 year,By Agreement,By Agreement,"Riga street, Yerevan","$3,200",USD,"3-storey commercial area is for rent on Riga street. The length of the front of the area is 5 m ․ is. Building area 191 square meters ․ It has a high ceiling of 3 m, 6 rooms, euro windows, wooden interior doors, laminate-tiled floor, open balconies (2), tiled bathroom (2), iron-glazed entrance doors.It also has a well-maintained yard, a gate, three-phase electricity, a staircase, a flat roof, and insulation.It is provided with constant water and gas, there is an individual heating system.You can call the mentioned phone numbers for details.Code A-413Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/17335234
Industrial and Manufacturing,120 sq.m.,By agreement,Not available,Other,Separate from the Courtyard,Direct Lease,1 year,By Agreement,By Agreement,Yerevan › Kentron,"300,000 ֏",AMD,"Commercial area is for rent in Center, Brusov street, with a total area of 120 square meters.It is located in the semi-basement part of a 3-storey building.The area is under renovation, it will be handed over to the tenant in a fully renovated condition.There is an air conditioner, ventilation system.For more questions, please call or write to us.Code H-394Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/14503809
Everything Else,15 sq.m.,Available,Not available,Second Line,Common from the Street,Direct Lease,1 year,By Agreement,Not included,Yerevan › Shengavit,"250,000 ֏",AMD,"Վարձով է տրվում կապիտալ վերանորոգված գեղեցկության սրահ Բագրատունյաց փողոցի նորակառույցում: Ունի կոմունալ բոլոր հարմարությունները:Պատուհանները եվրոպական արտադրության են, սանհանգույցը՝ սալիկապատ:Մանրամասների համար զանգահարեք նշված հեռախոսահամարով:Կոդ H-159",Nov-24-2022_22-15,,https://list.am/en/item/15917285
Office Space,78 sq.m.,By agreement,Not available,Other,Separate from the Courtyard,Direct Lease,6 months,By Agreement,Not included,Yerevan › Kentron,"$1,500",USD,"3-room apartment is for rent on Tamanyan street, which can also be used as an office space. Euro windows are installed, interior doors are wooden, floor is parquet, entrance door is iron. It also has an open balcony. The apartment is provided with constant gas and water. Will be furnished if desired.You can call the mentioned phone numbers for details.Code V-063Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/17734388
Everything Else,50 sq.m.,Available,Not available,Second Line,Common from the Courtyard,Direct Lease,1 year,By Agreement,By Agreement,Yerevan › Malatia-Sebastia,"150,000 ֏",AMD,"Multifunctional commercial area is for rent on Gusan Sheram street. It has euro windows, a tiled floor, a tiled bathroom, an iron entrance door.It is provided with constant water and gas, there is an individual heating system.It is possible together with property and equipment.You can call the mentioned phone numbers for details.Code A-431Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/17513668
Multifunctional Space,124 sq.m.,By agreement,Not available,Other,Separate from the Courtyard,Direct Lease,3 months,By Agreement,Not included,"Khachatur Abovyan Street 26, Yerevan","$1,500",USD,"A basement multifunctional space is for rent, on Abovyan street, the entrance is from the yard.Suitable for office, beauty salon, office and other activities.Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/18319273
Office Space,30 sq.m.,Available,Not available,First Line,Common from the Street,Direct Lease,1 month,Without prepayment,Included,"Fuchik street 27/5, Yerevan","60,000 ֏",AMD,"Office premises, an auditorium, a hall, a gym are for rent.On the 3rd and 4th floors of the administrative building.18 square meters 40,000 drams30 square meters 60,000 drams40 square meters 80,000 dramsIt is possible to connect several rooms.In front of the eye clinic of the Republican Hospital.Suitable as an office, for conferences, courses, events.Price from 40,000 to 100,000AMD. It is possible for daily rent and hourly paymentTranslated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/15025967
Office Space,142 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,1 year,2 months,By Agreement,"Tumanyan street 32, Yerevan","1,500,000 ֏",AMD,"An area suitable for office, medical center and similar activities is for rentTranslated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/14068917
Office Space,80 sq.m.,Not available,Not available,First Line,Common from the Street,Direct Lease,6 months,1 month,Not included,"Pirumyanner street, Yerevan","480,000 ֏",AMD,"Կոդ՝ D-22407Վարձով է տրվում կոմերցիոն տարածք Փիրումյաններ Փողոցում՝ 4 հարկանի մոնոլիտ շենքի 3-րդ հարկում։ Տարածքը կապիտալ վերանորոգված է, առաջին գիծ։ Տարածքն ունի ջեռուցման համակարգ, մշտական ջուր և գազ։Գործակալության միջնորդավճարը կազմում է 50%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։Commercial area for rent in Pirumyanner Street. The area is newly renovated and is located on the 3rd floor of the 4-storey monolith building, that is stationed on the 1st line. The area has heating system and is supplied with constant water and gas.The commission of the Real Estate Agency is 50%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You․Կոդ D-22409",Nov-24-2022_22-15,,https://list.am/en/item/17973762
Multifunctional Space,32 sq.m.,Available,Not available,Other,Common from the Street,Direct Lease,6 months,1 month,Not included,"Marshal Baghramyan avenue, Yerevan",$770,USD,"Code: D-1870532 sq. M. Commercial area is for rent on Baghramyan avenue, on the ground floor of a 4-storey stone building. The area is capitally renovated. Iron entrance door, euro windows, laminate flooring, combined bathroom, tiled, electric ․ wires and pipes changed. The area has a closed loggia, a basement, built-in closets, kitchen furniture, permanent water.The agency commission is 50%, an exhibition contract is signed for the exhibitions. Please have your ID.The commission of the Real Estate Agency is 50%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You ․Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/17523057
Office Space,35 sq.m.,Available,Not available,Other,Common from the Street,Direct Lease,6 months,1 month,Not included,Yerevan › Davitashen,"220,000 ֏",AMD,"Կոդ՝ D-22042Վարձով է տրվում 1 սենյականոց կոմերցիոն տարածք Դավթաշենում՝ 2 հարկանի քարե շենքի առաջին հարկում։ Տարածքը կապիտալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ սալիկապատ, սանհանգույցը՝ համակցված։ Տարածքն ունի մշտական ջուր, գազ։Գործակալության միջնորդավճարը կազմում է 50%, ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։Commercial area for rent in Davtashen. The rooms' quantity is 1. The area is newly renovated and is located on the ground floor of the 2-storey stone building, that is stationed on the 1st line. The entrance door is iron-made, the windows are euro-based, the floor is tiled, the bathroom is combined. The area is supplie with constant water and gas.The commission of the Real Estate Agency is 50%. For showing the real estate a contract is signed. Please have passport, ID or driving license with You․",Nov-24-2022_22-15,,https://list.am/en/item/14050601
Multifunctional Space,150 sq.m.,,,,,,,,,"Tamanyan street, Yerevan","$1,950",USD,"Office space is for rent in one of the most beautiful places of Yerevan, right next to Cascade.It is located on the 3rd floor of a 3-story stone building.Total area: 150 sq/m (of which terrace: 50 sq/m)Ceiling height: 2.10 - 2.80mConsist of,from the large spacious hall, there is a fireplacefrom the officefrom the bathroomfrom the spare partfrom the kitchenterrace 50 square meters3 to 4 parking spaces are availableHeating and cooling is individual, air conditioners are installed.• Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Code 18315352Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/18315352
Industrial and Manufacturing,150 sq.m.,,,,,,,,,"Shirak street, Yerevan","200,000 ֏",AMD,Woodworking factory with equipment for rent. Call for details.Translated from Armenian,Nov-24-2022_22-15,,https://list.am/en/item/17833009
Office Space,135 sq.m.,,,,,,,,,Yerevan › Kentron,"700,000 ֏",AMD,"Renovated, office space.Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/14051294
Retail Space,86 sq.m.,,,,,,,,,Yerevan › Arabkir,"500,000 ֏",AMD,"Renovated,Suitable for various activities.Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/13255836
Functioning Business,500 sq.m.,,,,,,,,,"Ծովակալ Իսակովի պողոտա 81/4, Երևան","$2,000",USD,"A commercial space is for rent at the beginning of the Argavandi intersection in Yerevan, for developing a restaurant business (beerhouse)The total area is 500 square meters, there are 4 separate rooms, an outdoor pavilion, a professional kitchen, a separate storage room, a bar, a laundry room, a small swimming pool.There are no residential houses or buildings in the neighborhood.All necessary furniture, utensils and appliances are also available.Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/18046200
Office Space,220 sq.m.,,,,,,,,,"Ծովակալ Իսակովի պողոտա 81/4, Երևան","$1,100",USD,"Office space for rent, on the 4th floor of Argavand Hotel. The area consists of a common hall of 120 m2, 3 private rooms: 22m2, 18m2 and 20m2, 2 bathrooms, separate washrooms, a bar, equipped with all utilities. The ceiling is high. Suitable for use as an IT office or other team work.The area can be easily reached at any time of the day without traffic jams. Parking is available, there are bus stops nearby, it is located right near the Argavandi intersection, at the beginning of the road leading to the airport.Translated from Armenian",Nov-24-2022_22-15,,https://list.am/en/item/18046202
