Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Furniture,Window Views,Appliances,Links
Stone,Yes,Not available,1.0,86 sq.m.,3,1,from 2.8 m,1.0,Open balcony,Old Renovation,Shirak › Saragyugh,"$20,000",USD,Call for detailsTranslated from Armenian,Nov-25-2022_14-09,,,,,,https://list.am/en/item/18151842
Monolith,Yes,Not available,4.0,100 sq.m.,4,1,from 2.8 m,3.0,Multiple balconies,No Renovation,"15th street, Gyumri","$16,000",USD,"4 + 2 room house is located in Mush 1 district, 100 sq/mTranslated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/18015293
Stone,No,Not available,5.0,55 sq.m.,2,1,from 2.75 m,5.0,Closed balcony,Euro Renovation,"Խաչատուր Աբովյանի փողոց 9, Արթիկ","7,300,000 ֏",AMD,"Продаётся отличная и просторная квартира, проктически в центре городаВ квартире виполнен евро ремонтВсе остальные вопроси по звонку",Nov-25-2022_14-09,,,,,,https://list.am/en/item/18328315
Monolith,No,Not available,4.0,100 sq.m.,4,2,from 2.5 m,2.0,Not available,Partial Renovation,"Մուշ 2 թաղամաս 7/1, Գյումրի","$40,000",USD,"Հասցե ։ Քաղաք Գյումրի Մուշ 2 թաղամաս 7/1 շենքԲնակարանը գտնվում է 2-րդ հարկում։ Տաք է և լուսավոր։ 2022 թ սկսվել է ֆասադի ամբողջական ուտեպլենիա, ֆոտոն կարող էք տեսնել հայտարարության մեջ։ Գույքը տրվում է մասամբ։ Կա նաև նկուղ, նկուղը տրվում է անվճար բնակարանը գնողին։ Միայն վաճառք։ Մանրամասների համար զանգել վարը նշված հեռախոսահամարին։Հավելված: Շենքը կառուցված է երկրաշարժից հետո մոնոլիտից, հիմնական պատերի հաստությունը 50-60 սմ է։ առանց պանելային ծածկի, այն չի վախենում անգամ ամենահզոր երկրաշարժից։#4սենյականոց_բնակարան #բնկարան #բնակարան_գյումրիում #գնել_բնակարան #купить_квартиру, #gnel_bnakaran_gyumrium, #bnakarani_vacharq_gyumrium, #gnel_4_senyakanoc_bnakaran_gyumrium, #vacharvume_4_senyakanoc bnakaran_gyumrium, #bnakaran_mush2_taxamasКвартира находится в городке Муш 2 дом 7/1 на 2-м этаже. Тёплая светлая не угловая. С 2022 г. Начался утепление фасада, фото можете посмртреть в объявлении. Мебель даётся частично. Имеется подвал. Только продажа.При желании можем показать квартиру. Для более подробной информации звоните!В дополнение: Дом построен с совестью после землетресения, на монолите толщина стен 50-60 см, без плит перекрытия, поэтому оно не боится даже сильных землятресений!#купить_квартиру, #кварартира_в_гюмри, #купить_4комнатную_квартиру_в_гюмри, #4комнатная_квартира_в_гюмри_цена, #квартира_100_квадрат",Nov-25-2022_14-09,,,By agreement,,,https://list.am/en/item/14350484
Panels,No,Not available,4.0,116 sq.m.,4,2,from 3 m,4.0,Open balcony,Euro Renovation,"Minas Avetisyan street, Gyumri","$41,700",USD,"A 4-room apartment on the 4th and 5th floors of a 4-story building (duplex) is for sale in Ani, Gyumri. The 4th floor of the apartment is renovated in Euro, there is individual heating, the windows and interior doors are in Euro. The number of bathrooms is 2. One bathroom is tiled. The floor is laminate and the kitchen is tiled. The 5th floor of the house is in poor condition and needs repair. For sale with partial ownership, along with kitchen furnitureCode E-777Translated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/18286744
Panels,Yes,Not available,2.0,75 sq.m.,3,1,from 2.6 m,1.0,Open balcony,No Renovation,"Akhuryan Highway, Gyumri","$27,000",USD,"Apartment FOR SALE, Address: Akhuryan Komitas village, Shirak region, 1 floor, apartment 8.The apartment is located in the central part of Akhuryan, 3 km from Gyumri. On top of that, the apartment has 3 rooms, with all utilities, windows of European manufacture, basement 10 sq/m, and also a water yard on the terrace with a capacity of 1160 l, with a pump, access to the balcony from the room, adjacent land 60 sq/m, with fruit trees, fenced. It has a metal garage of 19 square meters. All the infrastructure is within walking distance: Shops, school, polyclinic, kindergarten. Call the bad guy.Translated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/16093230
Stone,Yes,Not available,5.0,62 sq.m.,3,1,from 2.7 m,1.0,Not available,Euro Renovation,"9th street, Gyumri","$28,000",USD,"2 + 1 room apartment for sale in district 58 near school 11. It is renovated in Euro, the price includes the partial property. It does not have a heating system.Code 6542Translated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/18193222
Stone,No,Not available,2.0,120 sq.m.,4,1,from 2.8 m,2.0,Open balcony,Partial Renovation,Shirak › Akhuryan,"10,000,000 ֏",AMD,"Akhuryan, Komitas 1 sq. , flat 32. Walls: Stone, roof: Metal, roof: Panel, front door: Metal, interior doors: Wood, windows: Plastic, kitchen and bathroom: Tiled. Available: Water (hot, cold), gas, electricity. Auxiliary building: 24 square meters, plot of land 50 square meters.Translated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/18203749
Stone,No,Not available,3.0,100 sq.m.,4,1,from 2.7 m,2.0,Open balcony,Cosmetic Renovation,"Մաքսիմ Գորկու փողոց 68, Գյումրի","$70,000",USD,I am exchanging a 4-room apartment in the center of Gyumri with a private house in Gyumri or YerevanTranslated from Armenian,Nov-25-2022_14-09,,,,,,https://list.am/en/item/17368588
Stone,No,Not available,3.0,100 sq.m.,4,1,from 2.6 m,2.0,Open balcony,Cosmetic Renovation,"Gorki Street 68, Gyumri","$70,000",USD,"4-х комнатную квартира в центре Гюмри (косметический ремонт и локальное отопление), с мебелью. Цена договорная",Nov-25-2022_14-09,,,,,,https://list.am/en/item/16273939
Stone,No,Not available,4.0,52 sq.m.,2,1,from 2.75 m,4.0,Open balcony,Partial Renovation,"Bulvarain street, Gyumri","$20,000",USD,"Mush 2 29sh 22 aptLocated east-west, with all utilities,I will exchange it with a one-room, two-story apartment.Translated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/14726218
Stone,Yes,Not available,4.0,63 sq.m.,3,1,from 3 m,4.0,Open balcony,Euro Renovation,"Կ. Հալաբյան փողոց 8, Գյումրի","17,000,000 ֏",AMD,Newly renovated. It is possible to exchange with a 2-room apartment in Mush 2 district.Translated from Armenian,Nov-25-2022_14-09,,,Available,YArd view,,https://list.am/en/item/18083980
Stone,No,Not available,2.0,260 sq.m.,8+,2,from 3 m,2.0,Open balcony,Euro Renovation,"Ղարիբջանյան փողոց 21, Գյումրի","47,000,000 ֏",AMD,"The price is negotiable.Some of the pictures are presented.With garage, lavash ovenThe house is located near the city center, has separate entrances on the first and second floors from the street side. The second floor has a 16/2.5 floor and a wide balcony. It is equipped with an Ariston heating system (economy), has a garage and a working lavash oven (toaster), fruit trees, trees. Vineyard and a beautiful flower garden. The house also works as a guest house. It is also suitable for two families.Translated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/18240417
Stone,No,Not available,4.0,80 sq.m.,3,1,from 2.75 m,4.0,Multiple balconies,Partial Renovation,Shirak › Artik,"$22,000",USD,"Apartment for sale c. Artik Lambat 1st district 26h. The apartment is in good condition. It has 2 open balconies, a large kitchen, a high-quality heating system is installed, it is partially furnished, it also has a basement.Translated from Armenian",Nov-25-2022_14-09,,,Available,,,https://list.am/en/item/17826910
Stone,No,Not available,5.0,72 sq.m.,3,1,from 2.8 m,3.0,Not available,Euro Renovation,"Շիրակացի փողոց 25Ա, Գյումրի","$40,000",USD,"The apartment is for sale with property, but it is also possible to sell without property,If you have any questions, call the mentioned phone numberTranslated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/17555892
Stone,No,Not available,4.0,77 sq.m.,3,1,from 3 m,1.0,Open balcony,Old Renovation,Shirak › Ashotsk,"$15,000",USD,The apartment has under and cold water permanent has a general heating systemTranslated from Armenian,Nov-25-2022_14-09,,,,,,https://list.am/en/item/16221823
Panels,No,Not available,5.0,80 sq.m.,3,1,from 2.7 m,5.0,Open balcony,Old Renovation,"Khrimyan Hayrik Highway, Gyumri","$27,000",USD,"The apartment is in state condition. The apartment has constant cold water, gas stove and partial ownership.Translated from Armenian",Nov-25-2022_14-09,,,Available,,,https://list.am/en/item/18074503
Monolith,No,Not available,4.0,94 sq.m.,4,1,from 2.8 m,2.0,Multiple balconies,Designer Renovation,"Trdat Architector street 16, Gyumri","$37,500",USD,"This 4-room apartment is for sale in Ani district, near Karmir Khach, which is located on the 2nd floor of a 4-story building. It is provided with round-the-clock water supply and gas supply. The total area is 94 sq/m, it has 2 open and 1 closed commercial balconies. Wooden door, wooden windows, interior doors are made of wood, the bathroom is tiled, an individual heating system is installed, there is a possibility for outdoor parking on the side of the yard. There is cable TV. And the Internet network. Location: East-west. All necessary shops, kindergarten, school are nearby.Translated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/18209964
Monolith,No,Not available,4.0,98 sq.m.,4,2,from 2.7 m,3.0,Open balcony,No Renovation,Shirak › Gyumri,"$37,000",USD,"A 4-room apartment is for sale on the 3rd and 4th floors of a 4-story building on Charentsi street in Ani district. There are 2 bathrooms in the apartment, an open balcony. The kitchen is renovated, it is sold together with the furniture. The apartment is on both sides. There is a kindergarten, school, friends nearby.Translated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/18024919
Stone,No,Not available,2.0,62 sq.m.,3,1,from 2.8 m,2.0,Open balcony,Partial Renovation,"Տուֆագործների փողոց 15, Արթիկ","$10,000",USD,Call for details. Exchange with car.Translated from Armenian,Nov-25-2022_14-09,,,,,,https://list.am/en/item/17225947
Monolith,No,Not available,4.0,85 sq.m.,4,1,from 2.75 m,4.0,Closed balcony,Old Renovation,"Shirakatsi St, Gyumri","$27,000",USD,"Продаеться 4 комнатная квартира на 8 военном городке на 4 этаже требуется косметический ремонт, в квартире много лет не кто не проживал. Торг т. 89248668318",Nov-25-2022_14-09,,,,,,https://list.am/en/item/16562522
Stone,No,Not available,5.0,100 sq.m.,4,1,from 2.75 m,5.0,Open balcony,Major Renovation,"Սասունցի Դավթի փողոց 43/1, Արթիկ","$30,000",USD,"An apartment is for sale urgently. The one- or two-room apartments are connected and exchanged. Iron entrance door, gas, light, water, heating system, the roof is partially repaired. There is a storage room and a garage in the yard. The apartment is for sale together with the property. The rest by phone.Translated from Armenian",Nov-25-2022_14-09,,,By agreement,,,https://list.am/en/item/17921961
Panels,No,Not available,3.0,79 sq.m.,3,1,from 2.8 m,1.0,Closed balcony,Cosmetic Renovation,"13-րդ փողոց 7Բ, Գյումրի","$40,000",USD,The apartment has a separate entrance. There is a cash system. The house has 2 basements. Call for other details.Translated from Armenian,Nov-25-2022_14-09,,,By agreement,,,https://list.am/en/item/18030222
Stone,No,Not available,3.0,79 sq.m.,3,1,from 2.5 m,2.0,Open balcony,Cosmetic Renovation,"Ղանդիլյանի փողոց 10, Գյումրի","$50,000",USD,"Address: Ghandilyan str. , 10 sh. Apt. 5. K. B. H. , With euro windows and balcony door, private garage.Bargaining is possible.It is exchanged with his own house.Translated from Armenian",Nov-25-2022_14-09,,,,,,https://list.am/en/item/11530076
