Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For Residential Development,60 sq.m.,Ararat › Masis,"$10,000",USD,"Land for sale in Masis city, Shiraz street, in the 2nd alley, near the 15/2 building. The land is privatized, has a construction permit, a plan. Has access to water, gas and electricity. The area is suitable for building any type of building.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/16314191
For Residential Development,870 sq.m.,Ararat › Masis,"$5,100",USD,"The house is located in Darbnik village, has fruit trees and a small stone buildingTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/16205596
Agricultural,2800 sq.m.,Ararat › Masis,"$10,000",USD,Land 2800 square meters2000 square apricotCultivated 800 square metersIt is located in MarmarashenWater and light very closeTranslated from Armenian,Nov-25-2022_00-58,,https://list.am/en/item/15221159
For Residential Development,600 sq.m.,"13-րդ փողոց 21, Այնթապ","$13,000",USD,"Near the house, 600 square meters, Aintap, 13th floor, 16th floor, 14th floorTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/18020278
For Industrial Use,8000 sq.m.,"15-րդ փողոց 2, Այնթափ","$12,000",USD,It has a permits for a barn of 8800 sq. M. Suitable for all types of agriculture. 1.5 $ 1 sq. M.Translated from Armenian,Nov-25-2022_00-58,,https://list.am/en/item/16781813
For Residential Development,1200 sq.m.,"13-րդ փողոց 13, Այնթապ","$29,000",USD,"The land is located in Ayntap village, at the intersection of 13-street 13 and 14 alleys, the land has three corners, the front part is 100-meter exchange with a carTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/17492992
For Residential Development,2100 sq.m.,Yerevan › Ajapnyak,"$175,000",USD,KOD-63041A plot of land is for sale in Ashtarak Highway.^ ABD is available^ Communications are close^ It is fenced on one sideTranslated from Armenian,Nov-25-2022_00-58,,https://list.am/en/item/17212680
Agricultural,5800 sq.m.,Ararat › Darbnik,"$3,500",USD,Arable land for saleTranslated from Armenian,Nov-25-2022_00-58,,https://list.am/en/item/18309753
Agricultural,"10,000 sq.m.",Ararat › Artashat,"$40,000",USD,"There are many kinds of fruit trees in the land, it has narthex, there is an adjacent building equipped with solar electricity. For details, call the mentioned phone number.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/16427247
Agricultural,2800 sq.m.,Ararat › Hayanist,"$4,500",USD,"He has arable land with papers in the village of Hayanist, I will exchange the title deed for the carTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/18037981
For Residential Development,710 sq.m.,Ararat › Sayat-Nova,"$10,000",USD,Land of houses in Sayat-Nova village...Translated from Armenian,Nov-25-2022_00-58,,https://list.am/en/item/17653374
For Residential Development,850 sq.m.,Ararat › Khachpar,"$15,000",USD,"Վաճառվում է 850 քմ հողամաս, Խաչփար գյուղում:",Nov-25-2022_00-58,,https://list.am/en/item/11930995
Agricultural,8000 sq.m.,Ararat › Arbat,"$32,000",USD,"Land / arable land / in Arbat village 0.8 ha, near the airport fence, the price is negotiable. URGENT $ 4Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/12223981
For General Purpose,5200 sq.m.,Ararat › Masis,"$155,500",USD,"The land is located on the north-south road, 10 kilometers from Yerevan, the land is very suitable for any business, there are also several business projects, there are roads on three sides of the land. + (there is a private house for sale, the total amount is $205,000) details can be purchased separately by phone!Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/16011961
Agricultural,"27,000 sq.m.",Ararat › Arevshat,"$45,000",USD,"Կոդ՝ B-22674Վաճառվում է գյուղատնտեսական նշանակության հողատարածք Աբովյան գյուղում: Ունի պտղատու ծառեր, ոռոգման ջուր, խմելու ջուր, հոսանքի հնարավորություն։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An agricultural meaning plot for sale in Abovyan Village. It has fruitful trees, the possibility of electricity and is supplied with irrigation and drinking water.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-58,,https://list.am/en/item/18111722
Agricultural,"10,000 sq.m.",Ararat › Ararat,"$250,000",USD,"Կոդ՝ B-18669Վաճառվում է ջերմոց Ղուկասավան գյուղում։ Միայն ջերմոցների մակերեսը՝ 4000քմ։ Ունի շինություն (100քմ), գազ, հոսանք, մշտական ոռոգման ու խմելու ջուր։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A greenhouse for sale in Ghukasavan Village. The area of the greenhouse is 4000sq. M. It has a building (100sq. M), electricity and is supplied with constant irrigation and drinking water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-58,,https://list.am/en/item/15328578
Agricultural,3000 sq.m.,Ararat › Azatashen,"$30,000",USD,"Կոդ` B-22500Վաճառվում է գյուղատնտեսական նշանակության հողատարածք Ազատաշեն գյուղում: Ունի պտղատու ծառեր, ոռոգման ջուր։ Կոմունալ մյուս հարմարությունները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An agricultural meaning plot for sale in Azatashen Village. The plot has fruitful trees and is supplied with irrigation water. Other communications are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-58,,https://list.am/en/item/14459928
For Industrial Use,"11,500 sq.m.",Ararat › Geghanist,"$550,000",USD,"Կոդ՝ B-20861Վաճառվում է արդյունաբերական նշանակության հողատարածք Գեղանիստում։ Ունի 2 շինություն՝ ընդհանուր 1600քմ մակերեսով, ոռոգման ջուր։ Մյուս կոմունալ հարմարությունները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An industrial meaning plot for sale in Geghanist. The plot has 2 buildings with a total area of 1600 sq. M. , and is supplied with irrigation water. Other utilities are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_00-58,,https://list.am/en/item/15552444
For Residential Development,500 sq.m.,Ararat › Nor Kharberd,"1,600,000 ֏",AMD,"Land near the house, Kharberd cottages, 16 street, 3 lanes, 500 square meters.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/18370585
Agricultural,8000 sq.m.,Ararat › Masis,"$28,000",USD,Участок имет 223 м длннна рядом с дарогои ест рядом газ свет и водаканал рядом с дарогои с масиса на село енгиджа,Nov-25-2022_00-58,,https://list.am/en/item/17129507
Agricultural,5800 sq.m.,Ararat › Nor Kyurin,"$4,800",USD,"Privatized, agricultural land is for sale in Nor Kyurin. Or exchange with an equivalent car.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/16753089
For Residential Development,1600 sq.m.,"Անկախության փողոց 10, Շահումյան","$14,000",USD,City Artashat Village in Shahumyan Urgent land near the house for sale.Translated from Armenian,Nov-25-2022_00-58,,https://list.am/en/item/17271155
Agricultural,"21,000 sq.m.",Ararat › Shahumyan,"$32,000",USD,"Adjacent to the former Kirov state farm, 30 km from Yerevan, 1 km from the Artashat highway, adjacent to the village. Direct car road to the plot. (20-25 minutes from the city) Completely renovated garden.About 21,000 square meters of grapes are planted (vertical and super vertical), 3 to 8 years old. M area. 30 tons of crops were harvested this year (2022) In 1-2 years, 45 + tons of annual harvest will be collected (Partially it is necessary to plant poles and lay a wire)Sprayed and fed, cultivated, full of crops. Irrigation water passes directly through the soil.Selling well below market price.There are several parts with certificates. 8200/7300/5300 m2.Owner:Also call Viber / What'sUpp with the same number.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/17952237
