Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Parking,Appliances,Window Views,The House Has,Links
Stone,No,Not available,5,73 sq.m.,3,1,from 3 m,5,Open balcony,,Euro Renovation,"Улица Вазгена Первого 1, Вагаршапат","$70,000",USD,Продается 3 комнатная квартира с евроремонтомКвартира продается со всем имуществомЕвроокнаЕсть отопление и кондиционер,Nov-25-2022_14-04,,,,,https://list.am/en/item/17905327
Stone,No,Not available,2,123 sq.m.,5,1,from 2.8 m,1,Open balcony,By agreement,Major Renovation,Armavir › Baghramyan,"$60,000",USD,"A 5-room two-story apartment is for sale in Baghramyan village between Etchmiadzin and Yerevan, where Yerevan's intra-city shuttle taxi operates. It has 5 rooms, a garage, a kitchen, 2 bathrooms, a bathroom, an open balcony.Code 17982Translated from Armenian",Nov-25-2022_14-04,,STove,YArd view,,https://list.am/en/item/17907396
Stone,No,Available,2,8600 sq.m.,3,2,from 3 m,2,Not available,,Partial Renovation,Armavir › Echmiadzin,"270,000 ֏",AMD,"Дом находяца в ечмиадзине 5кл в дали Воскеат сило 3 комнаты есть в доме все комуналы очень удобнопостояная халодная горачая вада калонка газ. В переди дома есть летняя кухня гараж туалет и ише комната, дом находица на трасе",Nov-25-2022_14-04,,,,,https://list.am/en/item/17102987
Stone,No,Not available,5,90 sq.m.,3,1,from 3 m,1,Open balcony,,Euro Renovation,Armavir › Echmiadzin,"$53,000",USD,"An apartment is for sale in Charents district of Etchmiadzin. Number of rooms 3. The house is on the 1st floor of a 5-storey building, has all the communal facilities, 2 basements, a large garage where three cars can be accommodated. The roof of the added part is new, there is a heating system (Baxi) The entrance to the house is separate.Code T009Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/13911610
Stone,Yes,Not available,2,350 sq.m.,6,2,from 3 m,2,Open balcony,Not available,No Renovation,Armavir › Armavir,"$60,000",USD,"A two-story stone house is for sale in the city of Armavir (Hoktemberyan) For details, call the phone number belowTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18213035
Stone,No,Not available,5,59 sq.m.,3,1,from 2.8 m,3,Not available,Available,Cosmetic Renovation,"Եղիշե Չարենցի փողոց 3Գ, Վաղարշապատ","$44,000",USD,Call negotiable for detailsTranslated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/17954747
Stone,No,Not available,2,72 sq.m.,3,2,from 2.6 m,2,Open balcony,Available,Euro Renovation,"Երևանյան խճուղի 4, Մերձավան","$55,000",USD,"3-room apartment for sale in Merdzavan community, on the central street L&LNear the supermarket. The apartment is provided with all the communal facilities, has a stone garage 170 yard of 170 square meters. There is an open balcony of 50 square meters, which is not included in 72 square meters. It has the possibility to add. The apartment has 2 entrances, besides the main entrance it has an entrance from the side. A kindergarten-school is nearby.Code Mz3367Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17095580
Stone,No,Not available,5,50 sq.m.,3,1,from 2.8 m,2,Closed balcony,,Major Renovation,"Улица Микаэла Налбандяна 36, Армавир","$45,000",USD,"Read carefully, then call. (the price may change depending on the dollar exchange rate)Apartment for sale c. In Armavir with an area of 50 sq/m. On the 2nd floor of a 5-story stone building located at 36 Nalbandian Street (near the market) Euro windows, air conditioner, 2 bedrooms, living room (carpet), kitchen and bathroom. There are built-in (in-wall) cupboards in the hall. The house is completely renovated, the bathroom is tiled, with a shower cabin and a water heater (80l) capacity. Has all comfort conditions. Sold with partial furniture, appliances and garage. The entrance door is made of iron and has a lock with an individually coded mechanism, which is opened by a chip. Only real buyers should call.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17777380
Stone,No,Not available,5,160 sq.m.,7,2,from 2.7 m,4,Open balcony,Not available,Euro Renovation,"Улица Вазгена Первого 47Г, Вагаршапат","$85,000",USD,Ка бакси 2сангут,Nov-25-2022_14-04,,,,,https://list.am/en/item/10304865
Stone,No,Not available,5,78 sq.m.,3,1,from 2.75 m,4,Open balcony,,No Renovation,Armavir › Echmiadzin,"$43,000",USD,"Code A0107 processable3-room apartment for saleEtchmiadzin City, Charents DistrictFloor 4The area is 78 square metersAshotFor more information call...Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17181554
Stone,No,Not available,5,75 sq.m.,3,2,from 2.75 m,3,Open balcony,,Partial Renovation,Armavir › Echmiadzin,"$55,000",USD,A 3-room apartment is for sale near the center of Etchmiadzin.3rd floorUtilitiesBalconyGarageLarge dining roomCall TigranCode T366Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/17760192
Stone,Yes,Not available,5,100 sq.m.,4,1,from 2.75 m,4,Open balcony,,Partial Renovation,Armavir › Echmiadzin,"$100,000",USD,"4-ROOM APARTMENT FOR SALEEtchmiadzin City SquareFloor 4Area 101 residential, 25 square meters garageAshotFor more information call:Code A0450Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17178045
Stone,No,Not available,5,75 sq.m.,3,1,from 2.75 m,1,Closed balcony,,Partial Renovation,Armavir › Echmiadzin,"$57,000",USD,"Կոդ A063ՎԱՃԱՌՎՈՒՄ Է 3 ՍԵՆՅԱԿԱՆՈՑ ԲՆԱԿԱՐԱՆԷջմիածին Քաղաք Վազգեն Ա փողոցումՀարկ 1Մակերեսը 75քմ,ԱշոտԲնակարանը ունի բոլոր կոմունալ հարմարություններ: Ունի հնարավորություն ավելացնելու ունի հողակտոր պատուհան դուռ փոխված",Nov-25-2022_14-04,,,,,https://list.am/en/item/14200281
Stone,No,Not available,2,54 sq.m.,3,1,from 3 m,2,Open balcony,Not available,Euro Renovation,Armavir › Echmiadzin,"$32,000",USD,ԿոդT253Վաճառվում է 2ը 3դարձրած սենյականոց բնակարան Էջմիածնի Պետտնկարան թաղամասում2-րդ հարկՎերանորոգվածԿոմունալ հարմարություններՋեռուցման համակարգՀողամասՏանիքը փոխվածՆաև 1000քմ տնամերձ հողՄակերեսը՝54քմ,Nov-25-2022_14-04,,,,,https://list.am/en/item/14693844
Stone,No,Not available,5,80 sq.m.,5,1,from 2.8 m,5,Multiple balconies,,Partial Renovation,Armavir › Echmiadzin,"$45,000",USD,3-ROOM APARTMENT FOR SALEEchmiadzin in Charents streetFloor 5:The area is 80 square meters.Ashot2 balconiesFor more information call:Code A0354Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/15307830
Stone,No,Not available,1,90 sq.m.,3,2,from 2.8 m,1,Multiple balconies,,Cosmetic Renovation,Armavir › Echmiadzin,"$43,000",USD,Վաճառվում է Տուն 3 սենյականոց(Ավտոտնակ)Էջմիածին քաղաքում Չարենց թաղամասՄակերեսը 60 քմ բնակելի 600 քմ հողՀարկ 1/1ԱշոտՄանրամասների համար զանգահարելԿոդ A081,Nov-25-2022_14-04,,,,,https://list.am/en/item/12985712
Panels,No,Not available,5,103 sq.m.,3,1,from 2.75 m,2,Open balcony,,Designer Renovation,Armavir › Echmiadzin,"$47,000",USD,"Կոդ A0212ՎԱՃԱՌՎՈՒՄ Է 3 ՍԵՆՅԱԿԱՆՈՑ ԲՆԱԿԱՐԱՆ + ՆԻՇԱԷջմիածին Քաղաքում Զվարթնոց թաղամասում թաղամասումՀարկ 2Մակերեսը 103քմ բնակելի, որից 42 իքնակամԱշոտԲնակարանը ունի մշտական ջուր լույս, գազ ։Բնակարանը վերանորոգվաց ունի բաց պատշկամբ, ջեռուցման համակարգ, ավտոտնակի տեղ, 2 պահեստարան ։Մանրամասների համար զանգահարել:",Nov-25-2022_14-04,,,,,https://list.am/en/item/15065498
Monolith,No,Not available,5,68 sq.m.,2,1,from 2.75 m,5,Closed balcony,,Major Renovation,"1district, Metsamor","$30,000",USD,Продаётся 2 комнатная квартира савсеми удобствами по вопросам званить обменяю на дом или квартиру до 3 этажа. Квартира не здается.,Nov-25-2022_14-04,,,,,https://list.am/en/item/17801889
Stone,No,Not available,5,56 sq.m.,2,1,from 2.7 m,3,Closed balcony,,Major Renovation,"Shahumyan street, Vagharshapat","$55,000",USD,"Baxi, air conditioner, with partial property.Code B-0662Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17971840
Stone,No,Not available,4,31 sq.m.,1,1,from 2.7 m,1,Closed balcony,,Major Renovation,"Charents street, Armavir","$38,000",USD,"Iron entrance door with separate entrance, window railing, closed yard area, next to the MarzpetaranTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/16974234
Stone,No,Not available,1,180 sq.m.,3,1,from 3.5 m,1,Not available,,Cosmetic Renovation,"Yerevanyan St, Armavir","$35,000",USD,The apartment is located on the road leading to Etchmiadzin. Village in Musaler On the highway. The apartment is in good condition.Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/14575018
Panels,No,Available,9,87 sq.m.,3,1,from 2.7 m,3,Open balcony,Available,Cosmetic Renovation,"1district, Metsamor","$36,000",USD,"3-room apartment for sale in In Metsamor, on the 3rd floor of a 9-story panel building, it has constant water and gas.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18194740
Panels,No,Not available,4,100 sq.m.,5,1,from 2.8 m,1,Not available,,Cosmetic Renovation,Armavir › Armavir,"$35,000",USD,"4 bedrooms, 1 living room, 1 bathroom, kitchen. A full basement under the house. There is constant electricity and water.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18329474
Panels,Yes,Not available,5,87 sq.m.,4,1,from 3 m,2,Multiple balconies,Not available,Cosmetic Renovation,Armavir › Armavir,"$42,000",USD,"Квартира в очень хорошем сост4-комн. Квартира в новостройке в Армавирe, 87 кв. М. , высокие потолки, несколько балконов, 2/5 этажоянии. С реальным покупателем торгуюсь нормально. Срочно.",Nov-25-2022_14-04,,,,,https://list.am/en/item/17743612
Stone,No,Not available,3,51 sq.m.,2,1,from 2.6 m,3,Closed balcony,By agreement,Partial Renovation,Armavir › Echmiadzin,"$50,000",USD,"I am selling my apartment, it is located in Baghramyan village, Echmiadzin district, Armavir region. On the third floor of a three-story building. The village is 8 km from Yerevan and Echmiadzin. The apartment has constant gas, electricity, water, sewerage. The roof has just been repaired. The windows have also just been changed. The house is heated with a baxi system. There is a permanent transport (number 205) with new gazelles in the village. You can see the details related to the village on Facebook (Baghramyan community) The apartment is very close to the school and kindergarten. They are replacing the drinking water pipes of the village with new ones.Asphalting is being done in the villageTranslated from Armenian",Nov-25-2022_14-04,OUtdoor parking,,,,https://list.am/en/item/17073465
Panels,No,Not available,5,61 sq.m.,2,1,from 2.7 m,4,Open balcony,,Major Renovation,"Orjonikidze street, Vagharshapat","20,000,000 ֏",AMD,"Capital, old renovated apartment. Individual heating system is installed. For more information call:Code 77385Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17490408
Panels,No,Not available,5,103 sq.m.,5,1,from 2.8 m,5,Open balcony,,Old Renovation,"Patkanyan Street, Yerevan","$75,000",USD,"Capital, old renovated apartment. Individual heating system is installed. The price includes a stone garage and a basement. The price will be negotiated for the real buyer. For more information call:Code 77384Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17490306
Stone,No,Not available,5,200 sq.m.,4,1,from 2.7 m,2,Closed balcony,,Cosmetic Renovation,Armavir › Echmiadzin,"$80,000",USD,"A 4-room apartment is for sale on the 1st floor of a 2-story building on Vram Kostanyan street in Ejmiatsin city, it has all the amenities, it has a yard with an area of 100 square meters, and the area of the house is 100 square meters. Price negotiable car exchange with your extra cost $20,000 carTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/14083333
Stone,No,Not available,5,63 sq.m.,2,1,from 2.75 m,2,Open balcony,Available,Major Renovation,Armavir › Echmiadzin,"$55,000",USD,"AS028:K. A 2-room niche apartment on the 5th/2nd floor is for sale in the Charents district of Etchmiadzin. The apartment is completely renovated, BAXI heating system is installed (heated floor), windows are changed, the entire floor is tiled. It is for sale with all the newly purchased property and appliances, there is an open balcony. The total area is 63 square meters. The cost is $55,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18253985
Stone,No,Not available,2,64 sq.m.,3,1,from 2.75 m,2,Open balcony,,No Renovation,"Eghegnut Roadway, Zartonk","$7,000",USD,"Zartonk (Jamshlu) village, Armavir region, needs renovationTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/15750543
