Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links
House,Stone,70 sq.m.,1,3,1,,,Cosmetic Renovation,Lorri › Spitak,"$20,000",USD,"Продаю новый капитальный дом из бетона и камня. 89897615167-вацап. Есть газ, свет, вода, канализация. В доме 3 спальни, 1 большой зал, 1 кухня, 1 ванная комната, 1 прихожка, 1 котельня. Участок 400м2. Земля хорошая, ухоженная, все растёт прекрасно, также есть разные деревья. Имеется забор. Очень крепкий дом. Есть чистовой ремонт. Вам остается только ламинат постелить и мебель собрать, и можно жить, место прекрасное, тихое, рядом через дорогу есть большое поле для вашего скота. Срочно продаю. Торг.",Nov-25-2022_00-21,400 sq.m.,,,,https://list.am/en/item/18023862
House,Stone,280 sq.m.,2,4,1,Not available,1 spot,Major Renovation,"Երիտասարդական փողոց 11, Ստեփանավան","$50,000",USD,It is in good condition. The first floor is residential. The bathroom is renovatedthere is a garage and a summer kitchenFor more information callTranslated from Armenian,Nov-25-2022_00-21,300 sq.m.,,,,https://list.am/en/item/18363474
House,Stone,110 sq.m.,1,2,1,,,Major Renovation,"Zaqaryan street, Vanadzor","$47,000",USD,"Own house is located in front of the rectory.All utilities are available. One part of the house has been fully renovated. There are also built-in wardrobes. There is a heating system.There is a large garage in front of the house.There is also another small house nearby, not renovated. After renovation, it can become rooms. The price is negotiable.Translated from Armenian",Nov-25-2022_00-21,110 sq.m.,,,,https://list.am/en/item/17551810
House,Stone,328 sq.m.,2,8+,3+,,,No Renovation,Lorri › Stepanavan,"$15,000",USD,"A two-storey private house is for sale in the cozy town of Stepanavan. The building is half-built. With all utilities. After construction, it can be used as a summer house or as a guest house business.Price is negotiable.Translated from Armenian",Nov-25-2022_00-21,440 sq.m.,,,,https://list.am/en/item/16846295
House,Stone,110 sq.m.,2,3,1,By agreement,2 spots,Old Renovation,Lorri › Tashir,"$28,000",USD,"Продается 2-х етажный каменный дом в городе Ташире, с хорошим удобством, на втаром этаже дома есть все коммунальные удобство, проведен газ, горячая и холодная вода, на втором этаже росположен душевая комната и кухня, на первом этаже дома росположен летняя кухня и большой гараж, в Доль огорода расположен канюшня, в цене возможен торг для реальных покупателей, в россрочку не продается, срочно!",Nov-25-2022_00-21,300 sq.m.,,,,https://list.am/en/item/18146032
House,Monolith,110 sq.m.,3,4,1,,,Old Renovation,"Alek Manoukyan street, Spitak","$29,000",USD,Hurry! Address c. Spitak Pyunik district. Negotiable to real buyer.Translated from Armenian,Nov-25-2022_00-21,1600 sq.m.,,,,https://list.am/en/item/18233043
Country House,Stone,68 sq.m.,1,2,1,,,No Renovation,"Forest Street, Stepanavan","6,500,000 ֏",AMD,"The price is negotiableCALL OFFER YOUR PRICEOwn house for sale in Amrakit village, Lori marz. It has 2 rooms, one basement, it has utilities: Electricity, gas, water must be brought to the house from the road, the distance is about 10m. It has a barn attached to the house, and a separate cattle shed. It is in a poor condition, the price is mainly related to the area and the plot of land. It has a garden adjacent to the house, and a 3000 square meter plot of land (privatized) next to the house. The plot of land is very suitable for developing an agricultural business.Saint Nicholas the Wonderworker Church of Amrakitsi is located here (Russian: Церковь Николая Чудотворца), a Russian-Orthodox church in Amrakitsi village, Lori region, Armenia. It was built in 1848 (according to other data in 1879) for the Russian-Orthodox of the village of Nikolaevka (now Amrakit) founded by Ukrainian Cossacks. In 1910-1914, it was rebuilt to its current appearance.The house is adjacent to the international road leading to Georgia.About 12 km away is the Sochut recreation area of Gyulagarak, ""Hekiat"" guest house,""Ashot Yerkat"" historical and cultural landmark of Lori Berd community is located at a distance of about 10 km.About 7 km away is the Stepan Shahumyan House Museum.""Major Dzor"" attraction is located about 5 km away...Translated from Armenian",Nov-25-2022_00-21,3000 sq.m.,,,,https://list.am/en/item/16730691
House,Stone,56 sq.m.,1,4,1,,,Partial Renovation,Lorri › Vanadzor,"$14,000",USD,"The apartment is located in a newly built district of Shahumyan community. Pasture with communal facilities. There is a garage, an orchard and arable land next to the house. The apartment has 3 bedrooms, a spacious living room, a kitchen and two basements. URGENT for saleTranslated from Armenian",Nov-25-2022_00-21,,,,,https://list.am/en/item/14415562
House,Monolith,300 sq.m.,3,7,3+,Available,1 spot,Partial Renovation,Lorri › Vanadzor,"$100,000",USD,"Առանձնատունը գտնվում է քաղաքի կենտրոնում եկեղեցու հարևանությամբ, մոնոլիտ է։",Nov-25-2022_00-21,,,,,https://list.am/en/item/14238553
House,Monolith,290 sq.m.,3,8+,3+,,,Cosmetic Renovation,"Vardanants Street, Vanadzor","$99,000",USD,"Two-storey private house with an attic is for sale:Vardanants 62b address. Newly built stone building, has a basement, the internal renovation works are unfinished.Translated from Armenian",Nov-25-2022_00-21,427 sq.m.,,,,https://list.am/en/item/17876773
House,Stone,2000 sq.m.,2,3,1,,,No Renovation,"3rd lane 3rd street 8, Darpas","$8,000",USD,"Half-built house, there is a ready-made barn, the whole area is full of productive trees, together there is 1 ha of arable land, 1 ha of pasture, not at the address indicated on the map, I will listen to reasonable exchange offers, call whatsapp or ViberTranslated from Armenian",Nov-25-2022_00-21,1000 sq.m.,,,,https://list.am/en/item/17679977
House,Bricks,200 sq.m.,2,4,1,,,No Renovation,Lorri › Tashir,"$7,000",USD,"Срочно продается дом с участком. Таширский район, село Лернаовит. На участке плодовые деревья. Реальному покупателю торг уместен. Возможен обмен с машиной.",Nov-25-2022_00-21,700 sq.m.,,,,https://list.am/en/item/18252540
House,Stone,110 sq.m.,1,4,1,,,Partial Renovation,"Բաղրամյան փողոց 11, Ստեփանավան","17,000,000 ֏",AMD,"4-room private house for sale in the city center, hot and cold water, internet, heating, beautiful garden.Translated from Armenian",Nov-25-2022_00-21,1000 sq.m.,,,,https://list.am/en/item/17526966
House,Wooden,450 sq.m.,1,4,1,Not available,Not available,No Renovation,Lorri › Spitak,"$10,000",USD,"Fruit orchard, communal facilities.Translated from Armenian",Nov-25-2022_00-21,,,,,https://list.am/en/item/11698327
House,Stone,140 sq.m.,2,6,1,Not available,Not available,Partial Renovation,"Նիզամի փողոց 68/1, Վանաձոր","$65,000",USD,"The most important thing is far from the street noise. Two-storey private house, each floor is 70 square meters.The land area is 600 square meters. Մ. There is a garage in front of the house, if you want you can park a car in the back of the house, there is a road in the back of the house, there are big gates, you can build a garage in that part, you can build another house, you have two roads to the house Nardos and Nizami There are gates on both sides of the streets. Fruit garden, fruit trees.There are apple, pear, peach, hazelnut trees, big walnut tree, raspberry bushes. It is located in a quiet place away from the noise of the city and the street.Sewer and water lines were changed in 2020, it has permanent water, gas, light.There is no plaster only in front of the house.The roof is plastered behind the house, it has just been changed.There are no photos on the first floor, only photos of a few rooms in the house.Translated from Armenian",Nov-25-2022_00-21,600 sq.m.,,"ELectricity, water supply, natural gas, sewerage",,https://list.am/en/item/17052013
House,Stone,479 sq.m.,2,4,1,,,Old Renovation,"Jravazani street, Alaverdi","$22,000",USD,"The walls are basalt and tuff, garden, large yardTranslated from Armenian",Nov-25-2022_00-21,94 sq.m.,,,,https://list.am/en/item/18002670
House,Stone,110 sq.m.,1,3,1,By agreement,Not available,Partial Renovation,Lorri › Stepanavan,"6,200,000 ֏",AMD,"A house is for sale on the Yerevan-Stepanavan interstate highway, 3 km from the resort Stepanavan, in the village of Amrakit.The house is suitable for both residence and business.Translated from Armenian",Nov-25-2022_00-21,1500 sq.m.,,,,https://list.am/en/item/17338623
House,Stone,95 sq.m.,1,4,1,Available,1 spot,Partial Renovation,"Площадь имени Сурена Аветисяна 7, Спитак","12,500,500 ֏",AMD,"Продается жилой одноэтажный дом в Лори марз с землей, д. Гурсалы. Площадь участка 2750 кв. М, общая площадь дома 94,7 кв. М. Качественный одноэтажный дом, имеются 4 комнаты. Дом крытый хорошей крышей. Кухня, коридор, зал и спальня используется. Остальные комнаты в наличии. В саду много разных плодоносящих деревьев всех видов. Имеется место для скота, гараж, вагончик и домик. Свет, газ, вода в наличии. Высокий подвал под весь дом с погребом. Дом построен с сейсмостойкими зонами, толщина стен подвала 60 см, толщина стен дома 40 см (туф), крыша из оцинкованного листа. Ограждено со всех сторон. Есть железные ворота... Около дома протекает речка... Прекрасная природа! Цена 12 500 000 драм.Помимо дома с землей есть 4 пахотных участка. Продается отдельно.Լոռու մարզ, Ղուրսալի համայնք, 5 փ. , 3փակ. , տ. 6",Nov-25-2022_00-21,2750 sq.m.,,,,https://list.am/en/item/18072849
House,Cassette,94 sq.m.,1,5,2,Not available,2 spots,Cosmetic Renovation,"3rd lane 3rd street 8, Darpas","$28,000",USD,"Adjacent to the cottage, there are 2 garages for 2 stone mansions, a basement, a garden with fruit trees, an adjacent plot with fruit trees.Translated from Armenian",Nov-25-2022_00-21,500 sq.m.,,,,https://list.am/en/item/16298105
House,Stone,160 sq.m.,2,5,2,,,Partial Renovation,"1-й тупик Мясникяна 14, Ванадзор","$39,700",USD,Город Ванадзор 1-й тупик Мясникяна дом 12Стоит одельно летний Венгерский домЗвоните обсудим,Nov-25-2022_00-21,700 sq.m.,,,,https://list.am/en/item/16820804
